Order,Family,Genus,species,Sexual System,Karyotype,notes: Karyotype,Genotypic,Haplodiploidy,Chromosome number (female) 2N,Chromosome number (male) 2N
Coleoptera,Tenebrionidae,Pimelia,grandis latesti    ,gonochorous,XY,Xyr  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,granulicollis,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,grossa,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,inexpectata,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,integra,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,interjecta,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Pimelia,interstitialis,gonochorous,XY,Xyr  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,laevigata costipennis    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,laevigata laevigata    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,laevigata validipes    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,lutaria,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,maura,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,mauritanica,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,modesta,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,monticola,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,radula ascendens    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,radula oromii    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,radula radula    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,rugosa,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,scabricollis,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,scabrosa,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,sericella,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,servilei,gonochorous,XY,Xyr  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,sparsa albohumeralis    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,sparsa serrimargo    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,sparsa sparsa    ,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,subquadrata valdani    ,gonochorous,XY,Xyr  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Pimelia,variolosa,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Platydema,impressifrons,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Platynotus,excavatus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Platynotus,punctatipennis,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Praocis,compacta,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Probaticus,ebeninus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Pseudoblaps,meteeyi,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Pseudolamus,seriatoporus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Rhytinota,sp.,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Scaurus,punctatus,gonochorous,XY,NeoXY  ,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Scaurus,striatus,gonochorous,XY,NeoXY  ,male heterogametic,,24,24
Coleoptera,Tenebrionidae,Scaurus,vicinus,gonochorous,XY,NeoXY  ,male heterogametic,,24,24
Coleoptera,Tenebrionidae,Scleron,asperulum,gonochorous,XY,NeoXY  ,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Scleron,ganutipenne,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Tenebrionidae,Scleron,reitteri,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Tenebrionidae,Scleron,sp.,gonochorous,XY,Xyr  ,male heterogametic,,22,22
Coleoptera,Tenebrionidae,Scleron,sp.,gonochorous,XY,,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Scotobates,calcaratus,gonochorous,XY,NeoXY  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Scotobius,miliaris,gonochorous,XY,Xyp,male heterogametic,,14,14
Coleoptera,Tenebrionidae,Scotobius,muricatus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Scotobius,tristis,gonochorous,XY,NeoXY  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Sitophagus,holoeptoides,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Sphaenariopsis,impolita,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Sphaenariopsis,tristis,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Spyrathus,sp.,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Stenosis,intricata,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tenebrio,molitor,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tenebrio,molitor,gonochorous,XY,Xyr  ,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tenebrio,molitor,gonochorous,XY,,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tenebrio,obscurus,gonochorous,XY,Xyr  ,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tenebrio,picipes,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,grossa,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,laevis,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,latreillei,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,mucronata,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,ophiusae,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,rotunda,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,schaumi,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tentyria,subcosta,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Trachycelis,aphodiodes,gonochorous,XY,Xyp,male heterogametic,,22,22
Coleoptera,Tenebrionidae,Tribolium,anaphe,gonochorous,,,,,,18
Coleoptera,Tenebrionidae,Tribolium,audax,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tribolium,brevicornis,gonochorous,,,,,,18
Coleoptera,Tenebrionidae,Tribolium,castaneum,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tribolium,confusum,gonochorous,XY,NeoXY  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Tribolium,destructor,gonochorous,XY,NeoXY  ,male heterogametic,,18,18
Coleoptera,Tenebrionidae,Tribolium,freemani,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Tribolium,madens,gonochorous,XY,,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Uloma,impressicollis,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Upis,ceramboides,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Uyttenboogaartia,punctipennis,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Zophobas,aff. confusus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tenebrionidae,Zophosis,bicarinata,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Tetratomidae,Penthe,obliquata,gonochorous,XY,NeoXY  ,male heterogametic,,16,16
Coleoptera,Tetratomidae,Penthe,obliquata,gonochorous,XY,,male heterogametic,,16,16
Coleoptera,Torridincolidae,Ytu,zeus ,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trachypachidae,Trachypachus,holmbergi ,gonochorous,XO,,male heterogametic,,38,37
Coleoptera,Trachypachidae,Trachypachus,slevini ,gonochorous,XO,,male heterogametic,,38,37
Coleoptera,Trogidae,Trox,borrei,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,costatus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,foveicollis,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,granulatus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,monachus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,omacanthus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,oricensis,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,punctatus,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,scaber,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,scutellaris,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogidae,Trox,spinulosus dentibius    ,gonochorous,XY,Xyp,male heterogametic,,20,20
Coleoptera,Trogossitidae,Lophoceters,pusillus,gonochorous,XY,Xyp,male heterogametic,,18,18
Coleoptera,Trogossitidae,Tenebroides,mauritanicus,gonochorous,XY,Xyp,male heterogametic,,24,24
Coleoptera,Zopheridae,Zopherus,haldemani,gonochorous,XY,,male heterogametic,,16,16
Collembola,Bourletiellidae,Bourletiella,arvalis,gonochorous,XO,heteromorphic,male heterogametic,paternal genome elimination,12,10
Collembola,Bourletiellidae,Bourletiella,hortensis,gonochorous,XO,heteromorphic,male heterogametic,paternal genome elimination,12,10
Collembola,Cyphoderidae,Cyphoderus,albinus,,,,,,12,
Collembola,Cyphoderidae,Cyphoderus,albinus,,,,,,12,
Collembola,Dicyrtomidae,Dicyrtomina,ornata,gonochorous,XO,heteromorphic,male heterogametic,paternal genome elimination,12,10
Collembola,Dicyrtomidae,Ptenothrix,italica,gonochorous,XO,heteromorphic,male heterogametic,paternal genome elimination,14,12
Collembola,Entomobryidae,Entomobrya,lanuginosa,,,,,,12,
Collembola,Entomobryidae,Entomobrya,marginata,,,,,,12,
Collembola,Entomobryidae,Entomobrya,marginata,,,,,,12,
Collembola,Entomobryidae,Entomobrya,muscorum,,,,,,12,
Collembola,Entomobryidae,Entomobrya,nivalis,,,,,,12,
Collembola,Entomobryidae,Heteromurus,nitidus,,,,,,12,
Collembola,Entomobryidae,Heteromurus ,nitidus,,,,,,12,
Collembola,Entomobryidae,Lepidocyrtus,paradoxus,,,,,,12,
Collembola,Entomobryidae,Lepidocyrtus,paradoxus,,,,,,12,
Collembola,Entomobryidae,Orchesella,bifasciata,,,,,,12,
Collembola,Entomobryidae,Orchesella,cincta,,,,,,12,
Collembola,Entomobryidae,Orchesella,cincta,,,,,,12,
Collembola,Entomobryidae,Orchesella,flavescens,,,,,,12,
Collembola,Entomobryidae,Orchesella,flavescens,,,,,,12,
Collembola,Entomobryidae,Orchesella,villosa,,,,,,12,
Collembola,Entomobryidae,Pseudosinella,sp.,,,,,,12,
Collembola,Entomobryidae,Pseudosinella,sp.,,,,,,12,
Collembola,Entomobryidae,Sinella,coeca,,,,,,12,
Collembola,Entomobryidae,Sinella,coeca,,,,,,12,
Collembola,Entomobryidae,Sinella,curviseta,gonochorous,XO,,male heterogametic,,12,11
Collembola,Entomobryidae,Willowsia,buski,,,,,,12,
Collembola,Entomobryidae,Willowsia,buski,,,,,,12,
Collembola,Hypogastruridae,Ceratophysella,bengtssoni,gonochorous,XO,heteromorphic,male heterogametic,,14,13
Collembola,Hypogastruridae,Ceratophysella,denticulata,gonochorous,XO,heteromorphic,male heterogametic,,14,13
Collembola,Hypogastruridae,Ceratophysella ,bengtssoni,,,,,,14,
Collembola,Hypogastruridae,Ceratophysella ,denticulata,,,,,,14,
Collembola,Hypogastruridae,Hypogastrura,adexilis,gonochorous,XO,,male heterogametic,,14,13
Collembola,Hypogastruridae,Hypogastrura,manubrialis,,,,,,14,
Collembola,Hypogastruridae,Hypogastrura,viatica,,,,,,14,
Collembola,Hypogastruridae,Mesogastrura,ojcoviensis,,,,,,14,
Collembola,Hypogastruridae,Mesogastrura,ojcoviensis,,,,,,14,
Collembola,Hypogastruridae,Xenylla,grisea,,,,,,14,
Collembola,Hypogastruridae,Xenylla,grisea,,,,,,14,
Collembola,Hypogastruridae,Xenylla,planipila,gonochorous,XO,heteromorphic,male heterogametic,,14,13
Collembola,Hypogastruridae,Xenylla,planipila,,,,,,14,
Collembola,Isotomidae,Folsomia,multiseta,,,,,,14,
Collembola,Isotomidae,Isotoma,cinerea,gonochorous,XO,heteromorphic,male heterogametic,,14,13
Collembola,Isotomidae,Isotoma,notabilis,,,,,,14,
Collembola,Isotomidae,Isotoma ,cinerea,,,,,,14,
Collembola,Isotomidae,Isotoma ,viridis,gonochorous,XO,heteromorphic,male heterogametic,,14,13
Collembola,Isotomidae,Isotomiella ,minor,,,,,,12,
Collembola,Isotomidae,lsotomiella,minor,gonochorous,XO,heteromorphic,male heterogametic,,12,11
Collembola,Isotomidae,Proisotoma,crassicauda,,,,,,14,
Collembola,Isotomidae,Proisotoma,minuta,,,,,,14,
Collembola,Isotomidae,Proisotoma,minuta,,,,,,14,
Collembola,Isotomidae,Proisotoma,subminuta,,,,,,14,
Collembola,Katiannidae,Stenognathellus,denisi,gonochorous,,,,paternal genome elimination,,
Collembola,Neanuridae,Anurida,maritima,,,,,,8,
Collembola,Neanuridae,Bilobella,aurantiaca,,,,,,14,
Collembola,Neanuridae,Bilobella,grassei,,,,,,12,
Collembola,Neanuridae,Neanura,monticola,,,,,,14,
Collembola,Onychiuridae,Onychiurus,armatus,,,,,,14,
Collembola,Onychiuridae,Onychiurus,fimatus,,,,,,16,
Collembola,Onychiuridae,Onychiurus,furcifer,,,,,,14,
Collembola,Onychiuridae,Onychiurus,paradoxus,,,,,,14,
Collembola,Onychiuridae,Onychiurus,pseudogranulosus,,,,,,14,
Collembola,Onychiuridae,Onychiurus,scotarius,,,,,,16,
Collembola,Onychiuridae,Onychiurus,sibiricus,,,,,,14,
Collembola,Onychiuridae,Onychiurus ,armatus,gonochorous,XO,heteromorphic,male heterogametic,,14,13
Collembola,Onychiuridae,Onychiurus ,fimatus,,,,,,16,
Collembola,Onychiuridae,Onychiurus ,furcifer,,,,,,14,
Collembola,Onychiuridae,Onychiurus ,pseudogranulosus,,,,,,14,
Collembola,Onychiuridae,Onychiurus ,scotarius,,,,,,16,
Collembola,Poduridae,Podura,aquatica,,,,,,22,
Collembola,Poduridae,Podura,aquatica,,,,,,8,
Collembola,Poduridae,Podura,aquatica,gonochorous,,,,,,
Collembola,Sminthuridae,Allacma,fusca,gonochorous,XO,heteromorphic,male heterogametic,paternal genome elimination,12,10
Collembola,Sminthuridae,Caprainea,marginata,gonochorous,XO,heteromorphic,male heterogametic,paternal genome elimination,12,10
Collembola,Sminthuridae,Lipothrix,lubbocki,gonochorous,,,,paternal genome elimination,,
Collembola,Sminthuridae,Sminthurus,viridis,gonochorous,XO,heteromorphic,male heterogametic,paternal genome elimination,12,10
Collembola,Sminthurididae,Sminthurides,aquaticus,gonochorous,,,,paternal genome elimination,,
Collembola,Tomoceridae,Tomocerus,flavescens,,,,,,12,
Collembola,Tomoceridae,Tomocerus,minor,gonochorous,XO,heteromorphic,male heterogametic,,12,11
Collembola,Tomoceridae,Tomocerus,minutus ,,,,,,12,
Dermaptera,Arixenidae,Arixenia,esau,,XY,,male heterogametic,,60,60
Dermaptera,Forficulidae,Anechura,bipunctata,,XY,,male heterogametic,,24,24
Dermaptera,Forficulidae,Apterygida,albipennis,,XY,,male heterogametic,,24,24
Dermaptera,Forficulidae,Forficula,auricularia,,complex XY,XXY,male heterogametic,,24,24
Dermaptera,Forficulidae,Forficula,auricularia,,complex XY,XXY,male heterogametic,,24,24
Dermaptera,Forficulidae,Forficula,auricularia,,complex XY,XXY,male heterogametic,,24,25
Dermaptera,Forficulidae,Forficula,scudderi,,XY,,male heterogametic,,24,24
Dermaptera,Forficulidae,Forficula,smyrnensis,,complex XY,XXY,male heterogametic,,22,21
Dermaptera,Forficulidae,Forficula ,auricularia ,,complex XY,XXY,male heterogametic,,26,25
Dermaptera,Forficulidae,Forficula ,auricularia ,,complex XY,XXY,male heterogametic,,25,
Dermaptera,Forficulidae,Forficula ,auricularia ,,complex XY,XXY,male heterogametic,,26,
Dermaptera,Forficulidae,Forficula ,auricularia ,,XY,XY males (fused X1X2),male heterogametic,,24,24
Dermaptera,Forficulidae,Forficula ,auricularia ,,XY,,male heterogametic,,24,24
Dermaptera,Forficulidae,Forficula ,auricularia ,,complex XY,XXY,male heterogametic,,,25
Dermaptera,Forficulidae,Forficula ,auricularia ,,,,,,24,
Dermaptera,Forficulidae,Forficula ,scudderi,,XY,,male heterogametic,,24,24
Dermaptera,Forficulidae,Forficula ,smyrnensis,,complex XY,XXY,male heterogametic,,29,21
Dermaptera,Forficulidae,Forficula ,sp,,complex XY,XXY,male heterogametic,,28,27
Dermaptera,Forficulidae,Pseudochelidura,sinuata,,complex XY,XXY,male heterogametic,,26,25
Dermaptera,Hemimeridae,Hemimerus,bouvieri,,complex XY,XXY,male heterogametic,,8,7
Dermaptera,Labiduridae,Anisolabis,annuipes,,complex XY,,male heterogametic,,26,25
Dermaptera,Labiduridae,Anisolabis,marginalis,,complex XY,XXY,male heterogametic,,26,25
Dermaptera,Labiduridae,Anisolabis,maritima,,complex XY,XXY,male heterogametic,,26,25
Dermaptera,Labiduridae,Anisolabis,sp,,complex XY,XXXY,male heterogametic,,44,42
Dermaptera,Labiduridae,Euborellia,annulipes,,complex XY,XXY,male heterogametic,,26,25
Dermaptera,Labiduridae,Euborellia,moesta,,complex XY,XXY,male heterogametic,,26,25
Dermaptera,Labiduridae,Euborellia,stali,,complex XY,XXY,male heterogametic,,26,25
Dermaptera,Labiduridae,Gonolabis,brunneri,,XY,,male heterogametic,,24,24
Dermaptera,Labiduridae,Labidura,bidens,,XY,,male heterogametic,,12,12
Dermaptera,Labiduridae,Labidura,riparia,,XY,,male heterogametic,,14,14
Dermaptera,Labiduridae,Labidura,truncata,,XY,,male heterogametic,,10,10
Dermaptera,Labiduridae,Labidura ,bengalensis,,XY,from India,male heterogametic,,14,14
Dermaptera,Labiduridae,Labidura ,riparia ,,XY,heterochromatic Y from Brazil,male heterogametic,,12,12
Dermaptera,Labiduridae,Labidura ,riparia ,,XY,,male heterogametic,,12,12
Dermaptera,Labiduridae,Labidura ,truncata,,XY,,male heterogametic,,10,10
Dermaptera,Labiduridae,Nala,lividipes,,complex XY,XXY,male heterogametic,,38,37
Dermaptera,Labiduridae,Nala,lividipes,,XY,,male heterogametic,,34,34
Dermaptera,Labiduridae,Nala,lividipes,,XY,,male heterogametic,,40,40
Dermaptera,Labiduridae,Notolabis,occidentalis,,XY,,male heterogametic,,24,24
Dermaptera,Labiduridae,Parisopsalis,spryi,,complex XY,XXXY,male heterogametic,,34,32
Dermaptera,Labiidae,Chaetospania,brunner,,complex XY,XXXXY,male heterogametic,,34,31
Dermaptera,Labiidae,Chaetospania,sp.1,,complex XY,XXY,male heterogametic,,22,21
Dermaptera,Labiidae,Chaetospania,sp.2,,complex XY,XXY,male heterogametic,,22,21
Dermaptera,Labiidae,Labia,minor,,XY,,male heterogametic,,14,14
Dermaptera,Labiidae,Labia,sp.,,XY,,male heterogametic,,18,18
Dermaptera,Labiidae,Nesogaster,erichsoni,,complex XY,XXY,male heterogametic,,22,21
Dermaptera,Labiidae,Nesogaster,halli,,XO,,male heterogametic,,22,19
Dermaptera,Labiidae,Prolabia,arachidis,,complex XY,XXXY,male heterogametic,,40,38
Dermaptera,Labiidae,unknown,Sp.,,complex XY,XXY,male heterogametic,,38,37
Dermaptera,Pygicranidae,Dacnodes,shortridgei,,XO,,male heterogametic,,12,11
Dermaptera,Pygicranidae,Diplatys ,gladiator ,,XY,,male heterogametic,,18,18
Dermaptera,Pygicranidae,unknown,sp.,,XY,,male heterogametic,,20,20
Diptera,Agromyzidae,Amauromyza,flavifrons,,XY,large X,male heterogametic,,6,6
Diptera,Agromyzidae,Amauromyza,verbasci,,XY,large X,male heterogametic,,6,6
Diptera,Agromyzidae,Cerodontha,angulata,,XY,large X,male heterogametic,,6,6
Diptera,Agromyzidae,Cerodontha,eucaricis,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Cerodontha,ireos,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Cerodontha,pseuderrans,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Cerodontha,scirpi,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Cerodontha,spinata,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Cerodontha,vignae,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Phytomyza,abdominalis,,,,,,10,10
Diptera,Agromyzidae,Phytomyza,crassiseta,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Phytomyza,crassiseta,parthenogenetic,,,,,18,
Diptera,Agromyzidae,Phytomyza,ilicis,,XY,large X,male heterogametic,,12,12
Diptera,Agromyzidae,Phytomyza,plantaginis,parthenogenetic,,,,,,
Diptera,Agromyzidae,Phytomyza,primulae,,XY,large X,male heterogametic,,12,12
Diptera,Anisopodidae,Mycetobia,pallipes,,XY,small X,male heterogametic,,6,6
Diptera,Anthomyiidae,Achaetella ,varipes,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Cordilura,ciliata,,XY,small X,male heterogametic,,12,12
Diptera,Anthomyiidae,Cordilura,ontario,,XY,small X,male heterogametic,,12,12
Diptera,Anthomyiidae,Fucellia,merina,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Fucellia ,marina,,XY,small sex chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Homalomya,sp,,XY,small sex chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Hydrophoria,conica,,XY,short X,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,antiqua,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,antiqua,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,brassicae,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,brassicae,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,cana,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,cana,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,cilicrura,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,cilicrura,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,crucifera,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,crucifera,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,echinata,,XY,short X,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,floralis,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,floralis,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,florilegea,,XY,short X,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,fugax,,complex XY,"long X1, dot-like X2 heterochormatic Y X1X2Y/X1X1X2X2",male heterogametic,,14,13
Diptera,Anthomyiidae,Hylemya,fugax,,complex XY,small X & neo-X chromosome X1X2Y/X1X1X2X2,male heterogametic,,14,13
Diptera,Anthomyiidae,Hylemya,planipalpus,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,planipalpus,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,trichodactula,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Hylemya,trichodactyla,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Ophyra,leucostoma,,XY,small sex chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Orthochaeta,hirtipes,,XY,small X,male heterogametic,,12,12
Diptera,Anthomyiidae,Pegomya,betae,,XY,small X,male heterogametic,,12,12
Diptera,Anthomyiidae,Pegomya,bicolor,,XY,small X,male heterogametic,,12,12
Diptera,Anthomyiidae,Pegomya,geniculata,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Pegomyia,geniculata,,XY,small X chromosome,male heterogametic,,12,12
Diptera,Anthomyiidae,Phorbia,brassica,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Phorbia,brassica,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Scatophaga,pallida,,XY,,male heterogametic,,12,12
Diptera,Anthomyiidae,Scatophaga,stercoraria,,XY,,male heterogametic,,12,12
Diptera,Asilidae,Asilus,lecythus,,XY,large sex chromosome,male heterogametic,,14,14
Diptera,Asilidae,Asilus,notatus,,XY,large sex chromosome,male heterogametic,,14,14
Diptera,Asilidae,Asilus,sericeus,,XY|homomorphic,large sex chromosome,male heterogametic,,10,10
Diptera,Asilidae,Dasyllis,grossa,,XO,,male heterogametic,,10,9
Diptera,Asilidae,Dasyllis,thoracica,,XY,large sex chromosome,male heterogametic,,10,10
Diptera,Asilidae,Deromyia,winthemi,,XY,large sex chromosome,male heterogametic,,12,12
Diptera,Asilidae,Erax,rufibarbis,,XY,large sex chromosome,male heterogametic,,10,10
Diptera,Asilidae,Leptogaster,badius,,XY,large sex chromosome,male heterogametic,,10,10
Diptera,Asilidae,Septogaster ,badius,,XY,,male heterogametic,,10,10
Diptera,Bibionidae,Bibio,bortulanus,,,,,,10,10
Diptera,Bibionidae,Bibio,hortulanus,,homomorphic,,,,10,10
Diptera,Bibionidae,Penthetria,holosericea,,XY,small X,male heterogametic,,10,10
Diptera,Bombyliidae,Acrophthalrnyda,paulseni,,homomorphic,,,,12,12
Diptera,Bombyliidae,Anthrax,anthrax,,,,,,16,16
Diptera,Bombyliidae,Anthrax,cordillerensis,,XY,long X,male heterogametic,,12,12
Diptera,Bombyliidae,Anthrax,lateralis,,homomorphic,,,,12,12
Diptera,Bombyliidae,Anthrax,mystaceus,,,,,,14,14
Diptera,Bombyliidae,Anthrax,oedipus,,XY,medium long X,male heterogametic,,18,18
Diptera,Bombyliidae,Anthrax,sinuosa,,XY,large sex chromosome,male heterogametic,,18,18
Diptera,Bombyliidae,Anthrax,tigrinus,,,,,,12,12
Diptera,Bombyliidae,Anthrax,yamashiroensis,,XY,X a long m,male heterogametic,,10,10
Diptera,Bombyliidae,Bombylius,fulvescens,,,,,,12,12
