doi,paper_title,paper_authors,first_author,paper_year,paper_journal,session_id,kingdom,phylum,class,order,family,subfamily,genus,species,tau_mean_hours,tau_sd_hours,tau_sem_hours,tau_min_hours,tau_max_hours,sample_size,sex,age_class,genotype,strain,light_condition,temperature_celsius,measurement_method,tissue_or_output,collection_locality,country,source_page,source_context,extraction_reasoning,accepted_name,gbif_key,taxonomy_note,extraction_confidence,flag_for_review,source_type,pdf_source,pdf_filename,pdf_url,notes,processed_date,calibrated_confidence,consensus_agreement,extraction_trace_id,audit_status,audit_session,audit_prior_values,pdf_path
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,19.0,,,,,,not_specified,,per^S (short period),,DD,25,eclosion_rhythm,,,,,,"Table 1, per^S mutant. Period measured in eclosion and behavior. Drosophila default temp 25C.","Drosophila melanogaster Meigen, 1830",5073713,,0.82,True,primary,,,,"From Konopka & Benzer (1971). Abstract and behavioral rhythms also show short period. | AUDIT: duplicate of primary record (doi:10.1002/neu.10128), likely same measurement cited in multiple papers; duplicate_cross_paper",2026-03-30,,,,secondary_report,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,18.0,,,,,,not_specified,,per^S (short period),,DD,25,locomotor_activity,,,,,,"Table 1, per^S behavioral rhythm period (18hr). Separate measurement from eclosion.","Drosophila melanogaster Meigen, 1830",5073713,,0.82,False,primary,,,,Behavioral measurement. Molecular impact: advanced abundance and phosphorylation profiles.,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,29.0,,,,,,not_specified,,per^L (long period),,DD,25,eclosion_rhythm,,,,,,"Table 1, per^L mutant. Eclosion rhythm period = 29h.","Drosophila melanogaster Meigen, 1830",5073713,,0.82,True,primary,,,,"Long-period mutant. Delayed nuclear entry and clearance of PER^L. | AUDIT: duplicate of primary record (doi:10.1002/neu.10128), likely same measurement cited in multiple papers; duplicate_cross_paper",2026-03-30,,,,secondary_report,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,20.0,,,,,,not_specified,,"dbt^S (short period, doubletimeSer47)",,DD,25,eclosion_rhythm,,,,,,"Table 1, dbt^S (doubletimeSer47Pro-47→Ser). Eclosion rhythm = 20h.","Drosophila melanogaster Meigen, 1830",5073713,,0.82,False,primary,,,,doubletimeSer short-period mutant. Pro-47→Ser substitution. Reduced kinase activity in vitro.,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,18.0,,,,,,not_specified,,"dbt^S (short period, doubletimeSer47)",,DD,25,locomotor_activity,,,,,,"Table 1, dbt^S behavioral rhythm = 18h. Separate from eclosion.","Drosophila melanogaster Meigen, 1830",5073713,,0.82,False,primary,,,,Behavioral period shorter than eclosion period for this mutant.,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,,Drosophila,Drosophila melanogaster,27.0,,,,,,not_specified,,"dbt^L (long period, doubletimeMet80)",,DD,25,eclosion_rhythm,,,,,,"Table 1, dbt^L (doubletimeMet80, Met-80→Ile). Eclosion = 27h.","Drosophila melanogaster Meigen, 1830",5073713,,0.82,False,primary,,,,Delayed PER accumulation. Longer persistence in declining phase.,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,,Mesocricetus,Mesocricetus auratus,22.0,,,,,,not_specified,,"CKI^tau (tau mutation, Arg178Cys)",,DD,,wheel_running,,,,,,"Table 1. Hamster tau mutation (CKI^tau, Arg-178→Cys). Heterozygous animals have tau=22h. From Ralph & Menaker (1988).","Mesocricetus auratus (Waterhouse, 1839)",2438482,,0.82,False,primary,,,,Heterozygous tau mutant hamsters. Discovered by prominent shortening of circadian locomotor activity rhythm.,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,,Mesocricetus,Mesocricetus auratus,20.0,,,,,,not_specified,,"CKI^tau (tau mutation, Arg178Cys)",,DD,,wheel_running,,,,,,Table 1. Hamster tau mutation. Homozygous animals have tau=20h.,"Mesocricetus auratus (Waterhouse, 1839)",2438482,,0.82,False,primary,,,,Homozygous tau mutant hamsters. More pronounced shortening than heterozygotes.,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Chordata,Mammalia,Primates,Hominidae,,Homo,Homo sapiens,23.3,,,,,,not_specified,,PER2^S662G (FASPS mutation),,DD,,body_temperature,,,,,,Page 5: 'endogenous period of one affected individual was measured to be 23.3 hours'. FASPS mutation Per2S662G. Clinical measurement.,"Homo sapiens Linnaeus, 1758",2436436,,0.82,True,primary,,,,FASPS = Familial Advanced Sleep Phase Syndrome. ~4-5 hour advance of sleep/wake timing. About 1 hour shorter than average population (~24.3h). From Jones et al. (1999).,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Chordata,Mammalia,Rodentia,Muridae,,Mus,Mus musculus,21.4,,,,,1,not_specified,,prtm/prtm,,DD,,wheel_running,,,,,,Original prtm G3 mouse described in Figure 1D. Explicit free-running period in constant darkness (DD) from wheel-running activity recordings.,"Mus musculus Linnaeus, 1758",7429082,,0.85,False,primary,,,,Short-period mutant caused by loss-of-function mutation in Cry1 gene. Individual animal measurement. DOI backfilled during QC audit 2026-03-30,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Chordata,Mammalia,Rodentia,Muridae,,Mus,Mus musculus,25.83,,,,,1,not_specified,,Ovtm/Ovtm,,DD,,wheel_running,,,,,,Original Ovtm G3 mouse described in Figure 1E. Explicit free-running period in constant darkness (DD) from wheel-running activity recordings.,"Mus musculus Linnaeus, 1758",7429082,,0.85,False,primary,,,,Long-period mutant caused by I364T substitution in Fbxl3 gene. Individual animal measurement. DOI backfilled during QC audit 2026-03-30,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Chordata,Mammalia,Rodentia,Muridae,,Mus,Mus musculus,23.4,0.23,0.0869,,,7,not_specified,,prtm/+,,DD,,wheel_running,,,,,,Figure 2C histogram distribution from complementation test. Mean and SD explicitly reported (mean=23.4 hours; S.D.=0.23; n=7).,"Mus musculus Linnaeus, 1758",7429082,,0.9,False,primary,,,,Heterozygous prtm mice from complementation test cross with Cry1 knockout. Part of genetic validation. DOI backfilled during QC audit 2026-03-30; SEM computed from SD/√n,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1101/sqb.2007.72.036,Role of Phosphorylation in the Mammalian Circadian Clock,"K. Vanselow, A. Kramer",Vanselow,2007,Cold Spring Harbor Symposia on Quantitative Biology,20260330_extraction,Animalia,Chordata,Mammalia,Rodentia,Muridae,,Mus,Mus musculus,22.15,0.31,0.1096,,,8,not_specified,,Cry1^-/- / prtm/prtm,,DD,,wheel_running,,,,,,Figure 2C histogram distribution from complementation test. Mean and SD explicitly reported (mean=22.15 hours; S.D.=0.31; n=8). Double mutant phenotype.,"Mus musculus Linnaeus, 1758",7429082,,0.9,False,primary,,,,Double mutant: Cry1 knockout crossed with prtm. Complementation confirms prtm is Cry1 allele. Mice are arrhythmic when both Cry1 and Cry2 are null. DOI backfilled during QC audit 2026-03-30; SEM computed from SD/√n,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/Circadian/Paper_2007_SQB_72_036.pdf
10.1523/JNEUROSCI.18-03-01105.1998,The clock in the brain of the iguana: in vitro circadian oscillators in the lateral eyes,"Gianluca Tosini, Michael Menaker",Tosini,1998,Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,24.1,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series. Adults (IO1-IO7) and juveniles (IO8-IO16) distinguished.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Part of experimental group examining effects of parietal eye and pineal removal on circadian periods.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.8,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series. Adults (IO1-IO7) and juveniles (IO8-IO16) distinguished.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Part of experimental group examining effects of parietal eye and pineal removal on circadian periods.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.5,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series. Adults (IO1-IO7) and juveniles (IO8-IO16) distinguished.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Part of experimental group examining effects of parietal eye and pineal removal on circadian periods.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.9,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series. Adults (IO1-IO7) and juveniles (IO8-IO16) distinguished.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Part of experimental group examining effects of parietal eye and pineal removal on circadian periods.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,24.3,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series. Adults (IO1-IO7) and juveniles (IO8-IO16) distinguished.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Part of experimental group examining effects of parietal eye and pineal removal on circadian periods.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.6,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series. Adults (IO1-IO7) and juveniles (IO8-IO16) distinguished.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Part of experimental group examining effects of parietal eye and pineal removal on circadian periods.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,24.4,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series after parietal eye removal.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Parietalectomy produced minimal change in body temperature period (superscript 'a' indicates change <0.2hr).,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,24.5,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series after parietal eye removal.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Parietalectomy produced minimal change in body temperature period (superscript 'a' indicates change <0.2hr).,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,24.6,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series after parietal eye removal.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Parietalectomy produced minimal change in body temperature period (superscript 'a' indicates change <0.2hr).,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.3,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series after parietal eye removal.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Parietalectomy produced minimal change in body temperature period (superscript 'a' indicates change <0.2hr).,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.1,,,,,,not_specified,,wild-type,,DD,25,body_temperature,,,,,,Period estimated from periodogram analysis of 10d DD body temperature time series after pineal removal. Only IO5 shows complete data after pinealectomy.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Pineal removal with subsequent measurements showed persistent body temperature rhythm in limited sample.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,24.2,,,,,,not_specified,,wild-type,,DD,25,locomotor_activity,,,,,,Period estimated from periodogram analysis of 10d DD locomotor activity time series.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,"Distinct from body temperature period in same animals, suggesting separate oscillators.",2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.2,,,,,,not_specified,,wild-type,,DD,25,locomotor_activity,,,,,,Period estimated from periodogram analysis of 10d DD locomotor activity time series after pineal removal.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Pineal removal produced changes in activity period (superscript 'a' indicates significant change >0.2hr).,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.0,,,,,,not_specified,,wild-type,,DD,25,locomotor_activity,,,,,,Period estimated from periodogram analysis of 10d DD locomotor activity time series after pineal removal.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Pineal removal produced changes in activity period (superscript 'a' indicates significant change >0.2hr).,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,23.7,,,,,,not_specified,,wild-type,,DD,25,locomotor_activity,,,,,,Control animals receiving sham surgeries. Period estimated from periodogram analysis of 10d DD locomotor activity measurements.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.82,False,primary,,,,Control group for surgical manipulation experiments.,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,24.8,,1.3,,,,not_specified,,wild-type,,DD,37,melatonin_assay,,,,,,Free-running period of circadian melatonin rhythm measured from cultured tissue maintained in DD for 4 days. n=5 tissues per group. Mean ± SEM reported.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.87,False,primary,,,,"Isolated ocular tissues (parietal eye, pineal, retina) from same individual maintained in culture. Demonstrates autonomous circadian oscillators in each tissue.",2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,25.5,,1.2,,,,not_specified,,wild-type,,DD,37,melatonin_assay,,,,,,Free-running period of circadian melatonin rhythm measured from cultured tissue maintained in DD for 4 days. n=5 tissues per group. Mean ± SEM reported.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.87,False,primary,,,,"Isolated ocular tissues (parietal eye, pineal, retina) from same individual maintained in culture. Demonstrates autonomous circadian oscillators in each tissue.",2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1523/JNEUROSCI.18-03-01105.1998,"Multioscillatory Circadian Organization in a Vertebrate,<i>Iguana iguana</i>","Tosini, Gianluca; Menaker, Michael",Tosini,1998,The Journal of Neuroscience,20260330_extraction,Animalia,Chordata,Reptilia,Squamata,Iguanidae,,Iguana,Iguana iguana,25.1,,1.1,,,,not_specified,,wild-type,,DD,37,melatonin_assay,,,,,,Free-running period of circadian melatonin rhythm measured from cultured tissue maintained in DD for 4 days. n=5 tissues per group. Mean ± SEM reported.,"Iguana iguana (Linnaeus, 1758)",2459658,,0.87,False,primary,,,,"Isolated ocular tissues (parietal eye, pineal, retina) from same individual maintained in culture. Demonstrates autonomous circadian oscillators in each tissue.",2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1177/0748730410379081,"A Circadian Surface of Entrainment: Varying T, tau, and Photoperiod in Neurospora crassa","Jan Rémi, Martha Merrow, Till Roenneberg",Rémi,2010,Journal of Biological Rhythms,20260330_extraction,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,Neurospora,Neurospora crassa,22.5,,,,,,not_applicable,,wild-type,bd A 30-7,DD,25,conidiation_rhythm,,,,,,Explicitly stated in Materials and Methods section (page 3) as the standard lab strain. Measured via race tube assay with conidiation rhythm marking every other day using ChronOSX analysis. Constant darkness (DD) is a standard free-running condition.,Neurospora crassa Shear & B.O.Dodge,5253986,,0.82,False,primary,,,,This strain was used as the reference wild-type in the study examining entrainment across different photoperiods and zeitgeber periods (T=16-26h). Used in extensive entrainment experiments but tau_DD value itself from constant conditions. DOI fixed from file path during QC audit 2026-03-30,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1177/0748730410379081,"A Circadian Surface of Entrainment: Varying T, tau, and Photoperiod in Neurospora crassa","Jan Rémi, Martha Merrow, Till Roenneberg",Rémi,2010,Journal of Biological Rhythms,20260330_extraction,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,Neurospora,Neurospora crassa,16.0,,,,,,not_applicable,,frq1,bd frq1,DD,25,conidiation_rhythm,,,,,,Explicitly stated in Materials and Methods section (page 3) as a frequency mutant with short period. Frequency gene (frq) mutation produces the short period phenotype. Measured via same race tube assay as wild-type.,Neurospora crassa Shear & B.O.Dodge,5253986,,0.82,False,primary,,,,Short-period frequency mutant. Used in entrainment experiments under LD cycles with different photoperiods (16%-84% light). Paper shows entrainment data for this strain but the tau_DD value is the free-running period under constant darkness (not LD). DOI fixed from file path during QC audit 2026-03-30,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.1177/0748730410379081,"A Circadian Surface of Entrainment: Varying T, tau, and Photoperiod in Neurospora crassa","Jan Rémi, Martha Merrow, Till Roenneberg",Rémi,2010,Journal of Biological Rhythms,20260330_extraction,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,Neurospora,Neurospora crassa,29.0,,,,,,not_applicable,,frq7,bd frq7,DD,25,conidiation_rhythm,,,,,,Explicitly stated in Materials and Methods section (page 3) as a frequency mutant with long period. Frequency gene (frq) mutation produces the long period phenotype. Measured via same race tube assay as wild-type.,Neurospora crassa Shear & B.O.Dodge,5253986,,0.82,False,primary,,,,Long-period frequency mutant. Used in entrainment experiments under LD cycles with different photoperiods (16%-84% light). Paper shows entrainment data for this strain but the tau_DD value is the free-running period under constant darkness (not LD). DOI fixed from file path during QC audit 2026-03-30,2026-03-30,,,,confidence_assigned,audit_20260330,,
10.2108/zs230005,The Compound Eye Regulates Free-Running Period and Stability of the Circadian Locomotor Rhythm in the Cricket Gryllus bimaculatus,"Tomioka, Kenji",,2023,Zoological Science,20260330_extraction,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,Gryllus,Gryllus bimaculatus,21.94,0.5,0.1581,,,10,not_specified,,wild-type,,DD,20,locomotor_activity,,,,,,,"Gryllus bimaculatus De Geer, 1773",1713034,,0.9,False,primary,,,,Single intact optic lobe (SIOL); control group; original_file_ref: provided/zs230005.pdf; SEM computed from SD/√n,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/done/completed papers/zs230005.pdf
10.2108/zs230005,The Compound Eye Regulates Free-Running Period and Stability of the Circadian Locomotor Rhythm in the Cricket Gryllus bimaculatus,"Tomioka, Kenji",,2023,Zoological Science,20260330_extraction,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,Gryllus,Gryllus bimaculatus,23.58,0.16,0.04,,,16,not_specified,,wild-type,,DD,25,locomotor_activity,,,,,,,"Gryllus bimaculatus De Geer, 1773",1713034,,0.9,False,primary,,,,Single intact optic lobe (SIOL); control group; original_file_ref: provided/zs230005.pdf; SEM computed from SD/√n,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/done/completed papers/zs230005.pdf
10.2108/zs230005,The Compound Eye Regulates Free-Running Period and Stability of the Circadian Locomotor Rhythm in the Cricket Gryllus bimaculatus,"Tomioka, Kenji",,2023,Zoological Science,20260330_extraction,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,,Gryllus,Gryllus bimaculatus,23.7,0.17,0.0471,,,13,not_specified,,wild-type,,DD,30,locomotor_activity,,,,,,,"Gryllus bimaculatus De Geer, 1773",1713034,,0.9,False,primary,,,,Single intact optic lobe (SIOL); control group; original_file_ref: provided/zs230005.pdf; SEM computed from SD/√n,2026-03-30,,,,confidence_assigned,audit_20260330,,pdfs/done/completed papers/zs230005.pdf
