clade,species,haploid_number,citation
Hymenoptera,Tenthredo sl melanogastra,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl mortivaga,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl nigropicta,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl nitidiceps,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl opposita,9,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl ornatula,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl picticornis,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl platycera,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl procincta,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl providens,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl rubrocaudata,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl sp,9,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl sp1,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl sp2,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl sp3,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl sp4,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl sp5,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl sp6,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl subolivacea,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl takeuchii,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo sl ussuriensis,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo temuledo temula,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella atra,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella bipunctula,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella colon,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella decens,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella fagi,13,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella ferruginea,11,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella fulva adusta,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella fuscoterminata,11,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella hilaris,9,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella limbata,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella livida,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella mandibularis,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella solitaria,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredella velox,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredo arcuata,12,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredo brevicornis,20,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredo marginella,11,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredo notha,19,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo tenthredo omissa,10,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredo zonuledo amoena,18,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredopsis carinata,8,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredopsis litterata,9,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredopsis nassata,9,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredopsis sp1,8,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredopsis sp2,8,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Tenthredopsis sp3,8,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax athyrii,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax japonicus,9,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax melanogyne,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax minomensis,8,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax paucipunctatus,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax sasayamensis,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax struthiopteridis,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Thrinax tokunagai,7,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Monorionlolllems clemellti,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Monorionlolllems montivagus,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Monorionlolllems obscurus,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Monorionlolllems saltuosus,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus baccharidis,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus californicus,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus capillaceus,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus koebelei,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus occidentalis,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus tubicola,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus umbilicatus,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus vesiculi,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Torymus warreni,6,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Trichogramma chilonis,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Trichogramma deion,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Trichogramma dendrolimi,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Trichogramma evanescens,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Trichogramma nubialale,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Trichogramma pretiosum,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Trichogramma sp1,5,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Brachygastra lecheguana,28,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Liostenogaster sp1,7,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Metapolybia sp,19,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Mischocyttarus cassununga,32,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Mischocyttarus sp,34,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Parachartergus smithii,27,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes apachus,23,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes canadensis,16,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes carolinus,19,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes chinensis,23,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes chinensis antennalis,23,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes cinerascens,27,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes exclamans,33,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes fuscatus,26,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes gallicus,21,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes hebraeus,9,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes jadwigae,31,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes mandarinus,26,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes metricus,26,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes nimpha,22,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes omissus,14,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes simillimus,28,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes snelleni,30,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polistes versicolor versicolor,31,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polybia occidentalis,17,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
Hymenoptera,Polybia paulista,17,"Cardoso, D.C., Santos, H.G., Cristiano, M.P. The Ant Chromosome database - ACdb: an online resource for ant (Hymenoptera: Formicidae) chromosome researchers. Myrmecological News, 2018;27:87-91. doi:10.25849/myrmecol.news_027:087"
