state,posterior,prior,likelihood,16s_fas_gb.treeLikelihood,18s_fas_gb.treeLikelihood,28s_fas_gb.treeLikelihood,coi_1_1.treeLikelihood,speciation
3694000,-389659.4392,-5169.728618,-384489.7106,-69065.07552,-62257.1964,-20790.72789,-232376.7108,-5143.419882
3695000,-389677.0151,-5172.381258,-384504.6339,-69047.27548,-62359.9384,-20813.32725,-232284.0927,-5146.387027
3696000,-389666.86,-5176.015737,-384490.8442,-69066.44089,-62254.89243,-20821.85127,-232347.6596,-5149.553684
3697000,-389676.0314,-5172.407076,-384503.6243,-69061.16875,-62287.79452,-20860.96093,-232293.7001,-5146.107147
3698000,-389684.773,-5170.565771,-384514.2073,-69067.04972,-62243.94939,-20833.2102,-232369.9979,-5142.286123
3699000,-389665.7593,-5175.914387,-384489.845,-69046.36803,-62292.59598,-20839.21773,-232311.6632,-5149.804763
3700000,-389682.0169,-5169.721931,-384512.295,-69046.78747,-62291.59529,-20820.70034,-232353.2119,-5141.903661
3701000,-389667.1692,-5168.720842,-384498.4484,-69045.7041,-62330.31982,-20831.44978,-232290.9747,-5140.691066
3702000,-389667.3135,-5173.318127,-384493.9954,-69014.18133,-62422.07714,-20840.93165,-232216.8053,-5147.459797
3703000,-389663.1765,-5172.771716,-384490.4048,-69005.81732,-62387.68001,-20831.44031,-232265.4672,-5146.669699
3704000,-389680.1978,-5177.452937,-384502.7448,-69045.3784,-62245.73655,-20821.92772,-232389.7022,-5151.095995
3705000,-389678.6575,-5175.083755,-384503.5738,-69043.93991,-62305.35134,-20839.23096,-232315.0515,-5149.103609
3706000,-389678.7403,-5173.793777,-384504.9465,-69028.37419,-62380.41057,-20836.87557,-232259.2862,-5148.4416
3707000,-389687.1744,-5174.923252,-384512.2511,-69045.89733,-62417.69428,-20845.53326,-232203.1263,-5149.506311
3708000,-389672.9188,-5170.518643,-384502.4002,-69069.6364,-62335.46136,-20839.11201,-232258.1904,-5145.12568
3709000,-389661.55,-5169.800533,-384491.7495,-69074.96495,-62313.44157,-20813.45326,-232289.8897,-5144.179626
3710000,-389657.9494,-5170.390866,-384487.5585,-69073.76861,-62314.55651,-20821.42881,-232277.8046,-5144.253818
3711000,-389658.8205,-5169.141898,-384489.6786,-69053.86718,-62321.47665,-20821.44659,-232292.8882,-5143.811127
3712000,-389645.4613,-5168.019907,-384477.4414,-69072.26128,-62254.27612,-20810.98764,-232339.9164,-5142.429594
3713000,-389647.6802,-5167.995956,-384479.6843,-69066.9806,-62292.49593,-20820.77979,-232299.428,-5141.857213
3714000,-389668.4174,-5167.967092,-384500.4503,-69061.07573,-62394.83864,-20849.75425,-232194.7816,-5140.869336
3715000,-389657.443,-5171.175157,-384486.2678,-69068.59697,-62306.10036,-20828.4891,-232283.0814,-5143.726189
3716000,-389670.4931,-5168.566817,-384501.9262,-69080.34006,-62296.13992,-20834.15251,-232291.2937,-5142.527589
3717000,-389666.5897,-5168.01083,-384498.5789,-69094.55703,-62323.27366,-20823.63565,-232257.1126,-5142.274901
3718000,-389684.2608,-5167.026012,-384517.2347,-69133.85234,-62201.19278,-20812.52721,-232369.6624,-5141.453376
3719000,-389706.8338,-5175.652717,-384531.1811,-69107.15666,-62365.74054,-20843.10623,-232215.1777,-5149.547222
3720000,-389698.5804,-5171.605453,-384526.9749,-69090.26406,-62421.57513,-20869.20622,-232145.9295,-5146.101823
3721000,-389698.7263,-5172.643768,-384526.0825,-69101.97766,-62309.6638,-20831.5764,-232282.8646,-5147.062353
3722000,-389688.9468,-5166.176641,-384522.7702,-69076.09269,-62329.57769,-20821.48339,-232295.6164,-5139.638612
3723000,-389675.412,-5166.21588,-384509.1962,-69070.0394,-62384.90847,-20846.17253,-232208.0758,-5138.19011
3724000,-389678.3567,-5166.312966,-384512.0438,-69080.78311,-62304.01032,-20816.15594,-232311.0944,-5140.808598
3725000,-389680.9853,-5165.800486,-384515.1848,-69093.18232,-62265.83479,-20816.53385,-232339.6339,-5140.232009
3726000,-389683.2695,-5161.841901,-384521.4276,-69060.87323,-62484.32624,-20815.15065,-232161.0775,-5136.954166
3727000,-389703.4718,-5163.357422,-384540.1144,-69055.2325,-62526.13813,-20816.65199,-232142.0917,-5138.201238
3728000,-389692.8746,-5160.638109,-384532.2365,-69049.56504,-62316.44703,-20788.76517,-232377.4593,-5136.194642
3729000,-389697.3861,-5165.570841,-384531.8153,-69023.02457,-62341.84659,-20803.39923,-232363.5449,-5140.594328
3730000,-389693.8705,-5170.827539,-384523.0429,-69055.12354,-62318.79991,-20795.99809,-232353.1214,-5144.476202
3731000,-389689.8723,-5160.438484,-384529.4338,-69045.59453,-62349.46328,-20822.8023,-232311.5737,-5135.361951
3732000,-389717.6096,-5171.586111,-384546.0235,-69038.96312,-62366.53624,-20822.62428,-232317.8999,-5145.352717
3733000,-389702.334,-5174.423576,-384527.9104,-69037.07521,-62252.20759,-20804.13738,-232434.4902,-5147.064088
3734000,-389685.1023,-5170.93422,-384514.1681,-68999.27086,-62416.48004,-20826.63263,-232271.7845,-5146.167428
3735000,-389690.7199,-5171.660939,-384519.059,-69010.70091,-62332.86183,-20829.48933,-232346.0069,-5146.051333
3736000,-389697.0249,-5169.849531,-384527.1754,-69047.07897,-62343.26618,-20828.73297,-232308.0973,-5144.640073
3737000,-389696.3954,-5169.859258,-384526.5362,-69036.39104,-62371.68598,-20802.36412,-232316.095,-5143.958963
3738000,-389701.0532,-5165.079123,-384535.9741,-69022.86614,-62450.80164,-20822.77047,-232239.5358,-5140.464221
3739000,-389705.5497,-5165.724995,-384539.8247,-69015.23873,-62415.99176,-20817.23836,-232291.3559,-5140.705427
3740000,-389720.3204,-5163.094761,-384557.2256,-69029.07127,-62394.31929,-20827.05925,-232306.7758,-5138.981632
3741000,-389705.9384,-5161.805279,-384544.1332,-69030.87226,-62447.16615,-20842.51858,-232223.5762,-5137.304534
3742000,-389709.2238,-5163.140692,-384546.0831,-69024.37699,-62445.49502,-20815.77246,-232260.4387,-5138.808679
3743000,-389687.7434,-5163.196296,-384524.5471,-69011.19502,-62472.39389,-20831.90552,-232209.0527,-5138.450199
3744000,-389682.2468,-5161.451383,-384520.7954,-69009.68126,-62363.34148,-20812.35419,-232335.4185,-5135.599275
3745000,-389696.6216,-5166.691878,-384529.9297,-69015.70374,-62413.93978,-20824.30829,-232275.9779,-5141.274762
3746000,-389709.7368,-5162.369067,-384547.3677,-69021.72576,-62396.69318,-20828.71791,-232300.2309,-5138.139031
3747000,-389707.2585,-5163.457447,-384543.8011,-68997.47128,-62445.39508,-20836.83018,-232264.1046,-5139.23452
3748000,-389735.0735,-5165.374272,-384569.6992,-68956.35698,-62462.40815,-20825.31876,-232325.6153,-5140.936439
3749000,-389749.4867,-5163.663098,-384585.8236,-68963.88668,-62481.53324,-20828.73983,-232311.6638,-5137.552047
3750000,-389745.0983,-5165.543167,-384579.5552,-68953.40169,-62430.50088,-20823.20512,-232372.4475,-5138.819565
3751000,-389750.9713,-5170.962664,-384580.0086,-68976.00979,-62384.60065,-20818.51089,-232400.8873,-5143.617306
3752000,-389742.9399,-5163.145408,-384579.7945,-68976.53837,-62490.39751,-20826.95638,-232285.9022,-5136.953595
3753000,-389769.5581,-5165.71399,-384603.8441,-68981.36236,-62447.73349,-20818.79287,-232355.9554,-5139.561516
3754000,-389787.8927,-5172.68382,-384615.2089,-68972.88122,-62453.14258,-20838.56562,-232350.6195,-5144.978498
3755000,-389791.7884,-5166.418087,-384625.3703,-68961.66759,-62538.51367,-20863.70022,-232261.4888,-5140.521338
3756000,-389764.7565,-5166.299533,-384598.4569,-69005.93898,-62327.27584,-20832.98817,-232432.254,-5140.60812
3757000,-389751.3708,-5173.092476,-384578.2783,-68990.22958,-62386.08272,-20834.07457,-232367.8914,-5145.889407
3758000,-389771.5846,-5175.833097,-384595.7515,-68967.55172,-62476.25342,-20837.44512,-232314.5013,-5148.038004
3759000,-389784.7644,-5176.808955,-384607.9554,-68973.5545,-62454.56391,-20834.48332,-232345.3537,-5149.126384
3760000,-389767.2584,-5173.380434,-384593.878,-68954.7201,-62466.45539,-20818.17076,-232354.5317,-5144.142783
3761000,-389754.3517,-5171.759733,-384582.5919,-68922.98091,-62550.62877,-20827.65648,-232281.3258,-5143.36548
3762000,-389766.1138,-5179.680146,-384586.4337,-68904.37513,-62693.34923,-20869.24098,-232119.4683,-5149.588191
3763000,-389749.2487,-5171.699922,-384577.5488,-68900.19404,-62616.77928,-20862.33266,-232198.2428,-5142.57302
3764000,-389724.9303,-5172.3507,-384552.5796,-68918.78199,-62570.11951,-20852.49444,-232211.1837,-5143.737278
3765000,-389719.6375,-5174.97765,-384544.6599,-68909.65771,-62623.30686,-20854.00685,-232157.6885,-5146.230264
3766000,-389698.9121,-5175.540806,-384523.3712,-68910.55044,-62509.21644,-20820.98462,-232282.6197,-5146.656261
3767000,-389696.0917,-5174.370546,-384521.7211,-68901.045,-62549.63611,-20831.93482,-232239.1052,-5145.56543
3768000,-389695.3473,-5173.464334,-384521.883,-68945.88569,-62323.20233,-20786.67849,-232466.1165,-5144.932764
3769000,-389706.2358,-5171.394771,-384534.8411,-68946.50747,-62474.08673,-20819.74871,-232294.4982,-5141.689983
3770000,-389704.5121,-5173.298251,-384531.2138,-68976.17672,-62367.35677,-20805.01248,-232382.6679,-5144.974159
3771000,-389695.549,-5173.705556,-384521.8435,-68961.1075,-62479.61501,-20820.82903,-232260.2919,-5144.164526
3772000,-389678.5934,-5170.929711,-384507.6637,-68977.5576,-62389.28469,-20815.87355,-232324.9478,-5141.134062
3773000,-389689.0947,-5175.352719,-384513.7419,-68968.00902,-62400.23466,-20811.85082,-232333.6474,-5147.479547
3774000,-389700.9637,-5174.091211,-384526.8725,-68971.31515,-62484.41561,-20821.00656,-232250.1352,-5145.894828
3775000,-389688.0686,-5173.16992,-384514.8987,-68965.95407,-62369.40486,-20826.14021,-232353.3996,-5145.596811
3776000,-389657.1363,-5175.509144,-384481.6272,-68953.95696,-62344.69116,-20812.10524,-232370.8738,-5147.799547
3777000,-389678.1658,-5176.044719,-384502.1211,-68920.91612,-62520.18186,-20834.52732,-232226.4958,-5148.226528
3778000,-389662.2325,-5174.599181,-384487.6333,-68942.20412,-62385.31774,-20798.77897,-232361.3325,-5147.158442
3779000,-389660.33,-5175.49442,-384484.8356,-68946.39646,-62385.91338,-20807.46089,-232345.0649,-5148.076162
3780000,-389657.1474,-5178.398353,-384478.749,-68934.55214,-62411.74744,-20805.08028,-232327.3691,-5150.735919
3781000,-389675.3663,-5176.717885,-384498.6484,-68950.71721,-62428.6278,-20819.44487,-232299.8585,-5149.207058
3782000,-389699.6329,-5176.37865,-384523.2543,-68952.70526,-62464.05267,-20827.61444,-232278.8819,-5148.756817
3783000,-389701.7792,-5178.263605,-384523.5155,-68936.55367,-62464.62347,-20827.44783,-232294.8906,-5149.958427
3784000,-389697.6448,-5173.853073,-384523.7917,-68945.75483,-62466.10758,-20845.20651,-232266.7228,-5145.846958
3785000,-389714.8398,-5175.317645,-384539.5221,-68954.91945,-62443.1321,-20846.05006,-232295.4205,-5147.124032
3786000,-389736.1016,-5178.475395,-384557.6262,-68951.59019,-62406.23797,-20840.55915,-232359.2389,-5149.887919
3787000,-389720.4386,-5175.819422,-384544.6191,-68979.81957,-62337.97818,-20862.45585,-232364.3656,-5146.764328
3788000,-389707.9172,-5177.524627,-384530.3926,-68968.3173,-62328.97979,-20863.81455,-232369.2809,-5149.340435
3789000,-389689.8473,-5177.706537,-384512.1408,-68954.01855,-62433.30142,-20885.21961,-232239.6012,-5150.600945
3790000,-389702.4598,-5181.156935,-384521.3028,-68964.90175,-62387.14151,-20855.1998,-232314.0598,-5154.652902
3791000,-389710.2268,-5176.420134,-384533.8067,-68963.50167,-62436.74725,-20861.45349,-232272.1042,-5149.996593
3792000,-389716.671,-5178.651612,-384538.0194,-68985.17455,-62322.10791,-20834.06982,-232396.6671,-5151.580697
3793000,-389704.3097,-5178.906148,-384525.4036,-68951.07043,-62451.33542,-20865.22918,-232257.7685,-5151.649038
3794000,-389708.1986,-5177.234687,-384530.9639,-68973.43506,-62438.68359,-20858.48195,-232260.3633,-5151.260514
3795000,-389694.4488,-5177.736589,-384516.7122,-68994.13589,-62298.96979,-20845.93134,-232377.6752,-5149.906101
3796000,-389710.9645,-5178.731228,-384532.2333,-69035.77257,-62188.15367,-20835.92135,-232472.3857,-5150.43012
3797000,-389720.6008,-5184.433895,-384536.1669,-69004.47828,-62346.56405,-20862.55485,-232322.5697,-5156.52995
3798000,-389717.0477,-5181.034144,-384536.0135,-68987.14637,-62263.59634,-20828.37741,-232456.8934,-5152.42125
3799000,-389720.3271,-5183.889723,-384536.4374,-68998.61593,-62291.21191,-20821.3147,-232425.2949,-5157.436429
3800000,-389737.7284,-5184.030654,-384553.6977,-68989.23206,-62296.77517,-20815.00835,-232452.6821,-5158.011201
3801000,-389734.1487,-5184.729051,-384549.4197,-68971.28027,-62385.95596,-20822.72655,-232369.4569,-5157.052839
3802000,-389723.0166,-5181.390814,-384541.6258,-68988.45934,-62378.44268,-20832.04279,-232342.681,-5153.452305
3803000,-389719.9255,-5181.428513,-384538.497,-68975.02581,-62312.62296,-20817.4694,-232433.3788,-5153.903263
3804000,-389721.6347,-5188.190891,-384533.4438,-68957.29655,-62369.02982,-20815.03734,-232392.0801,-5159.887571
3805000,-389705.1864,-5179.211493,-384525.9749,-68969.92751,-62340.79857,-20784.66541,-232430.5834,-5152.889457
3806000,-389709.0298,-5181.85756,-384527.1722,-68982.54772,-62228.60324,-20760.25744,-232555.7638,-5154.803622
3807000,-389710.0734,-5183.509875,-384526.5636,-68972.79279,-62176.30194,-20733.45742,-232644.0114,-5157.522545
3808000,-389700.0937,-5183.353194,-384516.7405,-68980.31375,-62315.02436,-20743.30247,-232478.0999,-5157.002167
3809000,-389695.5558,-5180.289935,-384515.2659,-68981.90922,-62433.89017,-20788.80215,-232310.6643,-5154.157772
3810000,-389720.1175,-5188.065302,-384532.0522,-68981.90039,-62394.63779,-20789.98871,-232365.5253,-5160.306296
3811000,-389729.607,-5181.369108,-384548.2378,-68988.5535,-62321.78809,-20777.16467,-232460.7316,-5155.479836
3812000,-389721.8673,-5179.69294,-384542.1743,-68967.30125,-62346.32331,-20791.16922,-232437.3805,-5153.42285
3813000,-389708.9429,-5178.580313,-384530.3626,-68991.30951,-62274.92198,-20795.8397,-232468.2914,-5150.566161
3814000,-389694.5677,-5179.09933,-384515.4684,-68985.0549,-62296.48307,-20813.57163,-232420.3588,-5153.357623
3815000,-389704.4749,-5180.754811,-384523.7201,-68970.5216,-62357.90412,-20825.51237,-232369.782,-5154.159478
3816000,-389697.8763,-5177.437186,-384520.4392,-68996.14821,-62260.00678,-20816.09599,-232448.1882,-5149.718127
3817000,-389691.5349,-5178.25005,-384513.2849,-68969.5856,-62302.89648,-20786.76091,-232454.0419,-5151.689569
3818000,-389689.4542,-5182.37567,-384507.0785,-68992.99147,-62269.95575,-20787.37781,-232456.7535,-5155.905269
3819000,-389696.7988,-5181.470127,-384515.3287,-68968.59137,-62322.00916,-20781.65316,-232443.075,-5154.996481
3820000,-389724.6272,-5182.801245,-384541.8259,-68989.27975,-62245.2796,-20772.56488,-232534.7017,-5156.297955
3821000,-389708.4179,-5183.694976,-384524.7229,-68995.19608,-62350.90238,-20803.02701,-232375.5974,-5156.898015
3822000,-389708.1529,-5183.424909,-384524.728,-69023.25139,-62204.07392,-20772.93337,-232524.4693,-5156.656409
3823000,-389730.5072,-5187.68944,-384542.8177,-69040.1672,-62213.62836,-20792.53754,-232496.4846,-5159.864048
3824000,-389734.3623,-5185.636946,-384548.7253,-69035.26665,-62309.00073,-20797.29453,-232407.1634,-5158.656056
3825000,-389739.6555,-5181.141031,-384558.5144,-69050.43964,-62279.81902,-20787.17896,-232441.0768,-5155.963349
3826000,-389739.6613,-5182.933966,-384556.7274,-69038.5594,-62331.40964,-20790.28488,-232396.4735,-5155.897169
3827000,-389729.0082,-5186.917796,-384542.0904,-69044.71144,-62279.55282,-20784.91435,-232432.9118,-5159.543831
3828000,-389708.1279,-5180.296961,-384527.831,-69021.66235,-62289.65413,-20786.58646,-232429.928,-5155.011033
3829000,-389732.9227,-5182.614584,-384550.3082,-69032.04118,-62234.28128,-20773.68705,-232510.2986,-5157.32883
3830000,-389739.68,-5185.533574,-384554.1465,-69043.12013,-62200.36153,-20768.18878,-232542.476,-5159.75324
3831000,-389747.2751,-5187.469319,-384559.8058,-69004.60043,-62322.58093,-20804.99447,-232427.6299,-5161.331915
3832000,-389735.9979,-5183.174311,-384552.8236,-69056.55279,-62168.67085,-20779.3021,-232548.2978,-5157.93082
3833000,-389729.4999,-5184.835418,-384544.6645,-69001.43937,-62326.37639,-20789.59218,-232427.2565,-5159.013669
3834000,-389722.5615,-5180.832219,-384541.7292,-69024.69516,-62274.17589,-20765.55633,-232477.3019,-5153.393854
3835000,-389732.4596,-5183.090932,-384549.3686,-69029.62235,-62277.36591,-20768.98493,-232473.3955,-5157.927329
3836000,-389736.9515,-5183.437727,-384553.5138,-69042.49465,-62373.21636,-20784.38716,-232353.4156,-5158.246997
3837000,-389731.5025,-5184.366919,-384547.1355,-69055.66787,-62208.2649,-20747.60068,-232535.6021,-5159.0455
3838000,-389731.0625,-5190.97545,-384540.087,-69046.68149,-62275.73948,-20758.00755,-232459.6585,-5163.309908
3839000,-389723.8709,-5182.273916,-384541.597,-69065.24116,-62263.45137,-20780.73305,-232432.1714,-5156.830775
3840000,-389719.457,-5182.063918,-384537.3931,-69047.2871,-62266.09,-20769.08569,-232454.9303,-5156.452309
3841000,-389702.7012,-5180.301433,-384522.3998,-69016.41111,-62269.9429,-20765.07093,-232470.9749,-5154.989656
3842000,-389711.9543,-5178.648117,-384533.3061,-69037.34898,-62184.96243,-20758.44909,-232552.5456,-5152.365347
3843000,-389731.8843,-5184.192288,-384547.692,-68995.08811,-62374.6043,-20796.19891,-232381.8007,-5158.505891
3844000,-389714.1796,-5184.67903,-384529.5005,-69047.6702,-62201.52219,-20769.27691,-232511.0312,-5158.288826
3845000,-389706.4441,-5179.450982,-384526.9931,-69020.19796,-62261.78556,-20779.73653,-232465.273,-5154.120087
3846000,-389711.7519,-5185.802989,-384525.9489,-69041.03616,-62129.64627,-20774.46318,-232580.8033,-5159.536378
3847000,-389706.5936,-5187.320266,-384519.2733,-69029.27266,-62200.69258,-20804.10955,-232485.1985,-5159.073708
3848000,-389704.8376,-5184.229862,-384520.6078,-69057.09383,-62088.73762,-20799.56192,-232575.2144,-5157.908253
3849000,-389707.2673,-5182.740879,-384524.5264,-69027.25897,-62199.47839,-20832.80519,-232464.9839,-5155.200411
3850000,-389702.0777,-5184.123826,-384517.9539,-69040.01105,-62156.52235,-20814.24409,-232507.1764,-5157.422761
3851000,-389707.9562,-5183.899825,-384524.0564,-69039.85862,-62181.8308,-20809.61055,-232492.7564,-5157.56708
3852000,-389692.9104,-5185.091309,-384507.8191,-69033.45016,-62131.0884,-20795.64048,-232547.6401,-5158.895921
3853000,-389700.9659,-5183.913368,-384517.0526,-69023.26127,-62307.2646,-20826.54205,-232359.9846,-5156.707917
3854000,-389717.7921,-5181.127405,-384536.6647,-68991.84169,-62280.27205,-20781.50709,-232483.0438,-5154.784122
3855000,-389718.3846,-5178.073139,-384540.3115,-69003.1218,-62300.31323,-20800.8216,-232436.0548,-5149.82
3856000,-389697.0318,-5180.068262,-384516.9635,-69012.61007,-62273.69714,-20786.02837,-232444.628,-5152.162238
3857000,-389697.4872,-5179.28415,-384518.203,-69067.72809,-62123.96672,-20755.57383,-232570.9344,-5152.492366
3858000,-389689.8331,-5183.055869,-384506.7772,-69038.99583,-62297.96437,-20799.34042,-232370.4766,-5156.446508
3859000,-389670.5126,-5176.37703,-384494.1356,-69027.57066,-62283.19854,-20793.69541,-232389.671,-5148.078524
3860000,-389684.6326,-5180.05471,-384504.5779,-69027.0471,-62296.75001,-20791.15725,-232389.6236,-5152.899026
3861000,-389677.0991,-5181.198775,-384495.9003,-69051.14366,-62220.43681,-20770.52602,-232453.7938,-5153.674042
3862000,-389660.6166,-5176.093812,-384484.5228,-69040.54414,-62270.97788,-20767.70545,-232405.2953,-5149.854679
3863000,-389664.1861,-5175.596723,-384488.5893,-69056.49153,-62286.49039,-20785.79525,-232359.8122,-5149.817789
3864000,-389660.2577,-5176.55832,-384483.6993,-69063.97647,-62227.20944,-20776.22642,-232416.287,-5151.110879
3865000,-389665.2581,-5179.83364,-384485.4245,-69048.04882,-62325.46771,-20783.59325,-232328.3147,-5154.022968
3866000,-389673.1574,-5175.770455,-384497.387,-69065.10498,-62325.43131,-20786.03947,-232320.8112,-5149.498515
3867000,-389672.6388,-5172.88732,-384499.7514,-69036.4189,-62265.50145,-20766.68492,-232431.1462,-5147.890047
3868000,-389673.5098,-5174.197647,-384499.3121,-69034.90815,-62292.07348,-20754.05796,-232418.2725,-5148.323677
3869000,-389688.552,-5176.236554,-384512.3154,-69001.39108,-62422.24628,-20742.46075,-232346.2173,-5149.181468
3870000,-389668.9506,-5177.138314,-384491.8123,-69011.07758,-62298.94017,-20718.32433,-232463.4702,-5150.696009
3871000,-389668.5902,-5181.359431,-384487.2308,-69013.91712,-62323.86296,-20714.50227,-232434.9484,-5153.942267
3872000,-389681.0961,-5178.645875,-384502.4503,-68973.78972,-62443.16713,-20741.30492,-232344.1885,-5152.062869
3873000,-389696.6698,-5179.568562,-384517.1012,-68952.39269,-62509.79769,-20756.80566,-232298.1052,-5152.749453
3874000,-389670.3962,-5183.679699,-384486.7165,-68977.06883,-62415.67612,-20763.08798,-232330.8836,-5157.232192
3875000,-389665.8514,-5183.830192,-384482.0212,-68999.5199,-62310.02041,-20756.20119,-232416.2797,-5156.779615
3876000,-389667.2518,-5177.127402,-384490.1244,-68982.23297,-62268.46486,-20778.77551,-232460.651,-5147.982778
3877000,-389668.614,-5185.904769,-384482.7092,-68987.70389,-62306.57806,-20794.91054,-232393.5167,-5155.538949
3878000,-389674.792,-5184.044254,-384490.7477,-68990.4618,-62284.60555,-20803.32736,-232412.353,-5154.029003
3879000,-389696.6897,-5182.563876,-384514.1259,-68998.33573,-62354.92749,-20802.24486,-232358.6178,-5152.780566
3880000,-389703.8631,-5183.298214,-384520.5649,-69019.06184,-62314.82297,-20813.40726,-232373.2728,-5153.772607
3881000,-389701.8189,-5182.241659,-384519.5772,-69034.31933,-62274.05454,-20800.37331,-232410.8301,-5150.923357
3882000,-389704.2955,-5180.885124,-384523.4104,-69005.89474,-62361.46913,-20798.31233,-232357.7342,-5151.583223
3883000,-389708.2398,-5184.886051,-384523.3537,-69034.33898,-62233.4581,-20781.6983,-232473.8583,-5155.555716
3884000,-389706.0247,-5181.580435,-384524.4443,-68999.56983,-62303.65073,-20790.48909,-232430.7346,-5152.503133
3885000,-389697.5955,-5177.760057,-384519.8355,-69015.64615,-62291.84216,-20785.64776,-232426.6994,-5151.578266
3886000,-389689.1301,-5182.772589,-384506.3575,-69022.76856,-62241.74159,-20769.95173,-232471.8956,-5155.883486
3887000,-389705.4227,-5179.234151,-384526.1886,-69056.23633,-62256.60876,-20780.09472,-232433.2488,-5152.704251
3888000,-389718.8203,-5181.949289,-384536.871,-69052.93604,-62257.16306,-20744.36424,-232482.4076,-5155.561376
3889000,-389699.3384,-5182.275552,-384517.0628,-69061.17539,-62360.52701,-20761.86762,-232333.4928,-5154.567494
3890000,-389697.6805,-5181.094369,-384516.5862,-69037.51321,-62417.95437,-20763.46661,-232297.652,-5153.589221
3891000,-389722.6516,-5179.873206,-384542.7784,-69075.05193,-62336.9384,-20757.9245,-232372.8636,-5152.306549
3892000,-389735.5729,-5185.792016,-384549.7808,-69056.01552,-62349.17359,-20796.96786,-232347.6239,-5158.746848
3893000,-389731.1236,-5182.435245,-384548.6884,-69073.77911,-62265.89165,-20783.49863,-232425.519,-5156.184869
3894000,-389756.2432,-5182.405509,-384573.8377,-69087.27843,-62227.08756,-20782.84647,-232476.6253,-5155.672208
3895000,-389736.9027,-5183.622722,-384553.28,-69074.61895,-62303.1354,-20797.89459,-232377.631,-5157.182711
3896000,-389733.4471,-5179.967415,-384553.4796,-69072.16615,-62288.41714,-20776.53779,-232416.3586,-5153.833426
3897000,-389716.2339,-5178.892184,-384537.3417,-69108.62035,-62136.35999,-20772.69243,-232519.6689,-5152.409487
3898000,-389729.926,-5180.496644,-384549.4294,-69087.88481,-62169.54024,-20765.77336,-232526.231,-5153.570683
3899000,-389738.9218,-5186.167494,-384552.7543,-69083.5358,-62221.43253,-20756.85497,-232490.931,-5158.158883
3900000,-389734.5096,-5183.37909,-384551.1305,-69093.63727,-62186.71945,-20773.53644,-232497.2374,-5155.508206
3901000,-389730.8052,-5181.103197,-384549.702,-69100.6075,-62142.30381,-20769.98382,-232536.8069,-5149.898527
3902000,-389729.3733,-5178.955193,-384550.4181,-69066.70868,-62211.70758,-20784.35091,-232487.6509,-5148.641629
3903000,-389740.1345,-5178.647122,-384561.4873,-69049.29733,-62305.75796,-20791.16189,-232415.2701,-5151.05918
3904000,-389745.7986,-5184.069775,-384561.7288,-69034.60821,-62306.48059,-20787.34001,-232433.3,-5157.377242
3905000,-389739.9742,-5180.172739,-384559.8015,-69036.01544,-62356.32394,-20802.73584,-232364.7263,-5155.093671
3906000,-389744.1969,-5182.481023,-384561.7159,-69057.33791,-62231.90676,-20796.25052,-232476.2207,-5157.394277
3907000,-389739.8228,-5183.966524,-384555.8563,-69060.68312,-62309.12302,-20798.28919,-232387.761,-5158.892594
3908000,-389715.9837,-5180.813106,-384535.1705,-69057.29847,-62293.27522,-20790.25473,-232394.3421,-5154.719956
3909000,-389714.8624,-5180.914079,-384533.9483,-69040.68911,-62383.08535,-20787.62972,-232322.5441,-5152.466375
3910000,-389716.7244,-5177.946262,-384538.7782,-69040.25641,-62354.3072,-20778.04546,-232366.1691,-5152.691965
3911000,-389712.7735,-5179.730756,-384533.0427,-69079.17105,-62313.69067,-20776.62433,-232363.5566,-5154.694478
3912000,-389707.1445,-5177.591591,-384529.5529,-69051.96182,-62316.32331,-20804.06114,-232357.2066,-5153.237988
3913000,-389707.9629,-5180.400196,-384527.5627,-69034.62383,-62308.93064,-20802.48548,-232381.5228,-5156.024935
3914000,-389714.099,-5174.119826,-384539.9791,-69045.4597,-62371.86634,-20818.54629,-232304.1068,-5149.620054
3915000,-389737.2179,-5176.878284,-384560.3396,-69053.61928,-62304.24876,-20803.29303,-232399.1786,-5149.184618
3916000,-389746.5867,-5177.9157,-384568.671,-69051.26387,-62378.90899,-20806.05377,-232332.4444,-5154.01547
3917000,-389741.8559,-5179.200197,-384562.6557,-69044.36245,-62366.74179,-20807.08459,-232344.4669,-5155.241762
3918000,-389732.5613,-5180.959578,-384551.6017,-69015.2131,-62402.71708,-20817.07654,-232316.595,-5157.00877
3919000,-389735.1558,-5184.183596,-384550.9722,-69016.95642,-62306.47245,-20813.18487,-232414.3584,-5159.127829
3920000,-389720.9195,-5180.66327,-384540.2562,-69018.46633,-62280.72872,-20821.94997,-232419.1112,-5153.537607
3921000,-389720.4893,-5184.413218,-384536.0761,-69017.50158,-62318.36385,-20834.09277,-232366.1179,-5160.683983
3922000,-389708.9367,-5186.257591,-384522.6791,-69021.86046,-62247.12725,-20784.17218,-232469.5192,-5161.683007
3923000,-389695.3773,-5185.80442,-384509.5729,-69012.32313,-62258.99723,-20791.83751,-232446.415,-5161.255029
3924000,-389708.4694,-5182.963562,-384525.5058,-69018.9925,-62265.03988,-20805.21732,-232436.2561,-5158.044436
3925000,-389737.5585,-5187.175377,-384550.3831,-69010.23339,-62334.13861,-20812.55589,-232393.4552,-5163.268227
