Order,Family,Genus,Species,Binomial,Female2n,Male2n,B chromosomes,Sex chromosome system,Notes-sex.chrom,Notes-diploid.num,Source
Chiroptera,Phyllostomidae,Diaemus,youngi,Diaemus youngi,32,32,,XY,,,Varella-Garcia et al. 1989
Chiroptera,Phyllostomidae,Diphylla,ecaudata,Diphylla ecaudata,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Ectophylla,alba,Ectophylla alba,30,30,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Enchisthenes,hartii,Enchisthenes hartii,31,32,,complex XY,XY1Y2,,Baker et al. 1979
Chiroptera,Phyllostomidae,Erophylla,sezekorni,Erophylla sezekorni,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Glossophaga,soricina,Glossophaga soricina,32,32,,XY,,,Varella-Garcia et al. 1989
Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,Hylonycteris underwoodi,16,16,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Lichonycteris,obscura,Lichonycteris obscura,24,24,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Lionycteris,obscura,Lionycteris obscura,24,24,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Lionycteris,spurrelli,Lionycteris spurrelli,28,28,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Lonchophylla,concava,Lonchophylla concava,28,28,,XY,,,Sotero-Caio et al. 2013
Chiroptera,Phyllostomidae,Lonchophylla,robusta,Lonchophylla robusta,28,28,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Lonchophylla,thomasi,Lonchophylla thomasi,30,30,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Lonchorhina,aurita,Lonchorhina aurita,32,32,,XY,,,Barros et al. 2009
Chiroptera,Phyllostomidae,Lophostoma,occidentalis,Lophostoma occidentalis,34,34,,XY,,,Sotero-Caio et al. 2015
Chiroptera,Phyllostomidae,Lophostoma,silvicolum,Lophostoma silvicolum,34,34,,XY,,,Ribas et al. 2015
Chiroptera,Phyllostomidae,Macrotus,californicus,Macrotus californicus,40,40,,XY,,,Sotero-Caio et al. 2013
Chiroptera,Phyllostomidae,Macrotus,waterhousii,Macrotus waterhousii,46,46,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Mesophylla,macconnelli,Mesophylla macconnelli,22,21,,complex XY,X1X2Y,,Baker et al. 1979
Chiroptera,Phyllostomidae,Micronycteris,brachyotis,Micronycteris brachyotis,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris hirsuta,30,30,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Micronycteris,hirsuta,Micronycteris hirsuta,26,26,,XY,,,Ribas et al. 2013
Chiroptera,Phyllostomidae,Micronycteris,megalotis,Micronycteris megalotis,40,40,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Micronycteris,minuta,Micronycteris minuta,28,28,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Micronycteris,nicefori,Micronycteris nicefori,28,28,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,Micronycteris schmidtorum,38,38,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Mimon,crenulatum,Mimon crenulatum,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Monophyllus,redmani,Monophyllus redmani,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Phylloderma,stenops,Phylloderma stenops,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Phyllonycteris,poeyi,Phyllonycteris poeyi,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Phyllops,haitiensis,Phyllops haitiensis,31,32,,complex XY,XY1Y2,,Baker et al. 1979
Chiroptera,Phyllostomidae,Phyllostomus,discolor,Phyllostomus discolor,32,32,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus hastatus,32,32,,XY,,,Pieczarka et al. 2005
Chiroptera,Phyllostomidae,Phyllostomus,hastatus,Phyllostomus hastatus,30,30,,XY,,,Varella-Garcia et al. 1989
Chiroptera,Phyllostomidae,Platyrrhinus,incarum,Platyrrhinus incarum,30,30,,XY,,,Gomes et al. 2016
Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,Platyrrhinus lineatus,30,30,,XY,,,Varella-Garcia et al. 1989
Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,Platyrrhinus vittatus,30,30,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Platyrrhinus,vittatus lineatus,Platyrrhinus vittatus lineatus,30,30,,XY,,,Varella-Garcia et al. 1989
Chiroptera,Phyllostomidae,Rhinophyla,fischerae,Rhinophyla fischerae,34,34,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Rhinophyla,fischerae,Rhinophyla fischerae,38,38,,XY,,,Gomes et al. 2010
Chiroptera,Phyllostomidae,Rhinophyla,pumilio,Rhinophyla pumilio,36,36,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Rhinophyla,pumilio,Rhinophyla pumilio,34,34,,XY,,,Gomes et al. 2012
Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,Sphaeronycteris toxophyllum,28,28,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Sturnina,lilium,Sturnina lilium,30,30,,XY,,,Varella-Garcia et al. 1989
Chiroptera,Phyllostomidae,Sturnira,erythromos,Sturnira erythromos,30,30,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Sturnira,mordax,Sturnira mordax,30,30,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Tonatia,bidens,Tonatia bidens,16,16,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Tonatia,saurophila,Tonatia saurophila,16,16,,XY,,,Sotero-Caio et al. 2017
Chiroptera,Phyllostomidae,Trachops,cirrhosus,Trachops cirrhosus,30,30,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Uroderma,bilobatum,Uroderma bilobatum,44,44,,XY,,,Blackmon 2019
Chiroptera,Phyllostomidae,Uroderma,magnirostrum,Uroderma magnirostrum,38,38,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Uroderma,magnirostrum,Uroderma magnirostrum,36,36,,XY,,,Pieczarka et al. 2013
Chiroptera,Phyllostomidae,Vampyressa,bidens,Vampyressa bidens,26,26,,XY,,,Gomes et al. 2016
Chiroptera,Phyllostomidae,Vampyressa,brocki,Vampyressa brocki,24,24,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Vampyressa,nymphaea,Vampyressa nymphaea,26,26,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Vampyressa,pusilla,Vampyressa pusilla,18,18,,XY,,,Baker et al. 1979
Chiroptera,Phyllostomidae,Vampyressa,thyone,Vampyressa thyone,24,23,,complex XY,X1X2Y,,Gomes et al. 2016
Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,Vampyrodes caraccioli,30,30,,XY,,,Pieczarka et al. 2013
Chiroptera,Phyllostomidae,Vampyrum,spectrum,Vampyrum spectrum,30,30,,XY,,,Baker et al. 1979
Chiroptera,Pteropodidae,Alionycteris,paucidentata,Alionycteris paucidentata,36,36,,XY,,,Rickart et al. 1999
Chiroptera,Pteropodidae,Casinycteris,ophiodon,Casinycteris ophiodon,34,34,,XY,,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Cynopterus,sphinx,Cynopterus sphinx,34,34,,XY,,,Ao et al. 2007
Chiroptera,Pteropodidae,Eidolon,helvum,Eidolon helvum,34,34,,XY,,,Houck (Unpublished)
Chiroptera,Pteropodidae,Eonycteris,robusta,Eonycteris robusta,36,36,,XY,,,Rickart et al. 1999
Chiroptera,Pteropodidae,Epomops,franqueti,Epomops franqueti,36,36,,XY,,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus monstrosus,36,36,,XY,,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Megaloglossus,woermanni,Megaloglossus woermanni,36,36,,XY,,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Micropteropus,pusillus,Micropteropus pusillus,34,35,,complex XY,XY1Y2,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Myonycteris,torquata,Myonycteris torquata,36,36,,XY,,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Otopteropus,cartilagonodus,Otopteropus cartilagonodus,48,48,,XY,,,Rickart et al. 1999
Chiroptera,Pteropodidae,Pteropus,giganteus,Pteropus giganteus,38,38,,XY,,,Choudhury and Jena 1995
Chiroptera,Pteropodidae,Pteropus,lylei,Pteropus lylei,40,40,,XY,,,Hood et al. 1988
Chiroptera,Pteropodidae,Pteropus,rodricensis,Pteropus rodricensis,38,38,,XY,,,CRES San Diego (Unpublished)
Chiroptera,Pteropodidae,Rousettus,aegyptiacus,Rousettus aegyptiacus,36,36,,XY,,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Rousettus,angolensis,Rousettus angolensis,36,36,,XY,,,Haiduk et al. 1981
Chiroptera,Pteropodidae,Rousettus,lanosus,Rousettus lanosus,36,36,,XY,,,Teeling and Stanyon (Unpublished)
Chiroptera,Pteropodidae,Rousettus,leschenaulti,Rousettus leschenaulti,36,36,,XY,,,Sreeepada and Gururaj 1995
Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus ferrumequinum,56,56,,XY,,,Teeling and Stanyon (Unpublished)
Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum tragatus,Rhinolophus ferrumequinum tragatus,56,56,,XY,,,Mao et al. 2007a
Chiroptera,Rhinolophidae,Rhinolophus,formosae,Rhinolophus formosae,52,52,,XY,,,Volleth et al. 2017
Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus hipposideros,56,56,,XY,,,Volleth et al. 2013
Chiroptera,Rhinolophidae,Rhinolophus,luctoides,Rhinolophus luctoides,32,32,,XY,,,Volleth et al. 2015
Chiroptera,Rhinolophidae,Rhinolophus,morio,Rhinolophus morio,28,28,,complex XY,X1X2Y1Y2,,Volleth et al. 2015
Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,Rhinolophus pearsonii,44,44,,XY,,,Mao et al. 2007a
Chiroptera,Rhinolophidae,Rhinolophus,pusillus,Rhinolophus pusillus,62,62,,XY,,,Mao et al. 2007a
Chiroptera,Rhinolophidae,Rhinolophus,rouxi,Rhinolophus rouxi,56,56,,XY,,,Zima et al. 1992
Chiroptera,Rhinolophidae,Rhinolophus,sedulus,Rhinolophus sedulus,30,30,,XY,,,Volleth et al. 2014
Chiroptera,Rhinolophidae,Rhinolophus,sinicus,Rhinolophus sinicus,36,36,,XY,,,Mao et al. 2007a
Chiroptera,Rhinopomatidae,Rhinopoma,hardwickei,Rhinopoma hardwickei,36,36,,XY,,,Qumsiyeh 1988
Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,Rhinopoma microphyllum,42,42,,XY,,,Qumsiyeh 1988
Chiroptera,Vespertilionidae,Antrozous,pallidus,Antrozous pallidus,46,46,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus morio,44,44,,XY,,,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Corynorhinus,townsendii,Corynorhinus townsendii,32,32,,XY,,,Stock 1983
Chiroptera,Vespertilionidae,Eptesicus,bottae,Eptesicus bottae,50,50,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Eptesicus,fuscus,Eptesicus fuscus,50,50,,XY,,,Teeling and Stanyon (Unpublished)
Chiroptera,Vespertilionidae,Euderma,maculatum,Euderma maculatum,30,30,,XY,,,Stock 1983
Chiroptera,Vespertilionidae,Glauconycteris,beatrix,Glauconycteris beatrix,22,22,,XY,,,Volleth and Heller 2007
Chiroptera,Vespertilionidae,Hesperoptenus,blandfordi,Hesperoptenus blandfordi,32,32,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Idionycteris,phyllotis,Idionycteris phyllotis,30,30,,XY,,,Stock 1983
Chiroptera,Vespertilionidae,Lasiurus,borealis,Lasiurus borealis,28,28,,XY,,,Varella-Garcia et al. 1989
Chiroptera,Vespertilionidae,Lasiurus,intermedius,Lasiurus intermedius,26,26,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Lasiurus,seminolus,Lasiurus seminolus,28,28,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Murina,cyclotis,Murina cyclotis,44,44,,XY,,,Rickart et al. 1999
Chiroptera,Vespertilionidae,Murina,hilgendorfi,Murina hilgendorfi,44,44,,XY,,,Kulemzina et al. 2011b
Chiroptera,Vespertilionidae,Myotis,altarium,Myotis altarium,44,44,,XY,,,Ao et al.2006
Chiroptera,Vespertilionidae,Myotis,dasycneme,Myotis dasycneme,44,44,,XY,,,Kulemzina et al. 2011b
Chiroptera,Vespertilionidae,Myotis,grisescens,Myotis grisescens,44,44,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Myotis,keenii,Myotis keenii,44,44,,XY,,,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,macrodactylus,Myotis macrodactylus,44,44,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Myotis,mystacinus,Myotis mystacinus,44,44,,XY,,,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,nigricans,Myotis nigricans,44,44,,XY,,,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,sodalis,Myotis sodalis,44,44,,XY,,,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,thysanodes,Myotis thysanodes,44,44,,XY,,,Bickham 1979
Chiroptera,Vespertilionidae,Myotis,velifer,Myotis velifer,44,44,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Nyctalus,velutinus,Nyctalus velutinus,36,36,,XY,,,Ao et al.2006
Chiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius humeralis,46,46,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Nyctophilus,gouldi,Nyctophilus gouldi,44,44,,XY,,,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Phoniscus,atrox,Phoniscus atrox,40,40,,XY,,,Volleth 2006
Chiroptera,Vespertilionidae,Pipistrellus,affinis,Pipistrellus affinis,36,36,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus,Pipistrellus ceylonicus,36,36,,XY,,,Sreepada et al. 1996
Chiroptera,Vespertilionidae,Pipistrellus,coromandra,Pipistrellus coromandra,30,30,,XY,,,Sreepada et al. 1996
Chiroptera,Vespertilionidae,Pipistrellus,crassulus,Pipistrellus crassulus,30,30,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Pipistrellus,eisentrauti,Pipistrellus eisentrauti,42,42,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Pipistrellus,javanicus,Pipistrellus javanicus,34,34,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Pipistrellus,kuhli,Pipistrellus kuhli,42,42,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Pipistrellus,mimus,Pipistrellus mimus,38,38,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Pipistrellus,pipistrellus,Pipistrellus pipistrellus,44,44,,XY,,,Volleth 1987
Chiroptera,Vespertilionidae,Pipistrellus,pulveratus,Pipistrellus pulveratus,44,44,,XY,,,Ao et al.2006
Chiroptera,Vespertilionidae,Pipistrellus,sagittula,Pipistrellus sagittula,44,44,,XY,,,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Pipistrellus,stenopterus,Pipistrellus stenopterus,32,32,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Pipistrellus,subflavus,Pipistrellus subflavus,30,30,,XY,,,Blackmon 2019
Chiroptera,Vespertilionidae,Pipistrellus,tasmaniensis,Pipistrellus tasmaniensis,44,44,,XY,,,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Pipistrellus,vulturnus,Pipistrellus vulturnus,44,44,,XY,,,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Plecotus,auritus,Plecotus auritus,32,32,,XY,,,Kulemzina et al. 2011b
Chiroptera,Vespertilionidae,Scotophilus,dinganii,Scotophilus dinganii,36,36,,XY,,,Eick et al. 2007
Chiroptera,Vespertilionidae,Scotophilus,heathi,Scotophilus heathi,36,36,,XY,,,Stock 1975
Chiroptera,Vespertilionidae,Scotophilus,kuhlii,Scotophilus kuhlii,36,36,,XY,,,Stock 1975
Chiroptera,Vespertilionidae,Scotorepens,balstoni,Scotorepens balstoni,30,30,,XY,,,Volleth and Tidemann 1989
Chiroptera,Vespertilionidae,Scotozous,dormeri,Scotozous dormeri,30,30,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Tylonycteris,pachypus,Tylonycteris pachypus,32,32,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Tylonycteris,robustula,Tylonycteris robustula,32,32,,XY,,,Ao et al.2006
Chiroptera,Vespertilionidae,Tylonycteris,robustula,Tylonycteris robustula,46,46,,XY,,,Volleth et al. 2001
Chiroptera,Vespertilionidae,Tylonycteris,sp.,Tylonycteris sp.,30,30,,XY,,,Ao et al.2006
Chiroptera,Vespertilionidae,Vespertilio,murinus,Vespertilio murinus,38,38,,XY,,,Kulemzina et al. 2011b
Cingulata,Chlamyphoridae,Cabassous,centralis,Cabassous centralis,62,62,,XY,,,Benirschke 1969
Cingulata,Chlamyphoridae,Cabassous,tatouay,Cabassous tatouay,50,50,,XY,,,Benirschke 1969
Cingulata,Chlamyphoridae,Chaetophractus,villosus,Chaetophractus villosus,60,60,,XY,,,Jorge et al. 1977
Cingulata,Chlamyphoridae,Euphractus,sexcinctus,Euphractus sexcinctus,58,58,,XY,,,Jorge et al. 1977
Cingulata,Chlamyphoridae,Euphractus,sexcinctus flavimanus,Euphractus sexcinctus flavimanus,58,58,,XY,,,Jorge et al. 1977
Cingulata,Chlamyphoridae,Tolypeutes,matacus,Tolypeutes matacus,38,38,,XY,,,CRES San Diego (Unpublished)
Cingulata,Chlamyphoridae,Zaedyus,pichiy,Zaedyus pichiy,62,62,,XY,,,Jorge et al. 1977
Cingulata,Dasypodidae,Dasypus,hybridus,Dasypus hybridus,64,64,,XY,,,Jorge et al. 1977
Cingulata,Dasypodidae,Dasypus,novemcinctus,Dasypus novemcinctus,64,64,,XY,,,Jorge et al. 1977
Cingulata,Dasypodidae,Dasypus,septemcinctus,Dasypus septemcinctus,64,64,,XY,,,Barroso and Seuanez 1991
Dasyuromorphia,Dasyuridae,Antechinomys,laniger,Antechinomys laniger,14,14,,XY,,,Rofe 1979
Dasyuromorphia,Dasyuridae,Antechinus,flavipes,Antechinus flavipes,14,14,,XY,,,Rofe 1979
Dasyuromorphia,Dasyuridae,Dasyuroides,byrnei,Dasyuroides byrnei,14,14,,XY,,,Rofe 1979
Dasyuromorphia,Dasyuridae,Dasyurops,maculatus,Dasyurops maculatus,14,14,,XY,,,Blackmon 2019
Dasyuromorphia,Dasyuridae,Dasyurus,hallucatus,Dasyurus hallucatus,14,14,,XY,,,Rofe 1979
Dasyuromorphia,Dasyuridae,Dasyurus,maculatus,Dasyurus maculatus,14,14,,XY,,,CRES San Diego (Unpublished)
Dasyuromorphia,Dasyuridae,Dasyurus,viverrinus,Dasyurus viverrinus,14,14,,XY,,,Rofe 1979
Dasyuromorphia,Dasyuridae,Ningaui,sp.,Ningaui sp.,14,14,,XY,,,Rofe 1979
Dasyuromorphia,Dasyuridae,Planigale,maculata,Planigale maculata,14,14,,XY,,,Rofe 1979
Dasyuromorphia,Dasyuridae,Sarcophilus,harrisii,Sarcophilus harrisii,14,14,,XY,,,CRES San Diego (Unpublished)
Dasyuromorphia,Dasyuridae,Sminthopsis,crassicaudata,Sminthopsis crassicaudata,14,14,,XY,,,Rofe 1979
Dermoptera,Cynocephalidae,Cynocephalus,variegatus,Cynocephalus variegatus,56,56,,XY,,,Nie et al. 2008
Dermoptera,Cynocephalidae,Cynocephalus,volans,Cynocephalus volans,38,38,,XY,,,Rickart 2003
Didelphimorphia,Didelphidae,Caluromys,derbianus,Caluromys derbianus,14,14,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Caluromys,lanatus,Caluromys lanatus,14,14,,XY,,,Casartelli et al. 1986
Didelphimorphia,Didelphidae,Chironectes,panamensis,Chironectes panamensis,22,22,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Didelphis,marsupialis,Didelphis marsupialis,22,22,,XY,,,Aniskin et al. 1991
Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,22,22,,XY,,,CRES San Diego (Unpublished)
Didelphimorphia,Didelphidae,Didelphys,albiventris,Didelphys albiventris,22,22,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Lutreolina,crassicaudata,Lutreolina crassicaudata,22,22,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Marmosa,alstoni,Marmosa alstoni,14,14,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Marmosa,murina,Marmosa murina,14,14,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Marmosa,pusilla,Marmosa pusilla,14,14,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Marmosa,robinsoni,Marmosa robinsoni,14,14,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Marmosa,sp.,Marmosa sp.,14,14,,XY,,,Aniskin 1994a
Didelphimorphia,Didelphidae,Marmosops,incanus,Marmosops incanus,14,14,,XY,,,Svartman 1998
Didelphimorphia,Didelphidae,Metachirus,nudicaudatus,Metachirus nudicaudatus,14,14,,XY,,,Aniskin et al. 1991
Didelphimorphia,Didelphidae,Micoureus,demerarae,Micoureus demerarae,14,14,,XY,,,Svartman 1998
Didelphimorphia,Didelphidae,Monodelphis,brevicaudata,Monodelphis brevicaudata,18,18,,XY,,,Blackmon 2019
Didelphimorphia,Didelphidae,Monodelphis,domestica,Monodelphis domestica,18,18,,XY,,,Graphodatsky et al. (Unpublished)
Didelphimorphia,Didelphidae,Philander,opossum,Philander opossum,22,22,,XY,,,Svartman 1998
Didelphimorphia,Didelphidae,Thylamys,elegans,Thylamys elegans,14,14,,XY,,,Shchipanov et al. 1996
Diprodontia,Acrobatidae,Acrobates,pygmaeus,Acrobates pygmaeus,14,14,,XY,,,Rofe 1979
Diprodontia,Burramyidae,Cercartetus,concinnus,Cercartetus concinnus,14,14,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Macropus,eugenii,Macropus eugenii,16,16,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Macropus,fuliginosus,Macropus fuliginosus,16,16,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Macropus,giganteus,Macropus giganteus,16,16,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Macropus,parma,Macropus parma,16,16,,XY,,,CRES San Diego (Unpublished)
Diprodontia,Macropodidae,Macropus,parryi,Macropus parryi,16,16,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Macropus,robustus,Macropus robustus,16,16,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Macropus,rufogriseus,Macropus rufogriseus,16,16,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Macropus,rufus,Macropus rufus,20,20,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Petrogale,brachyotis,Petrogale brachyotis,20,20,,XY,,,Eldridge et al. 1992a
Diprodontia,Macropodidae,Petrogale,concinna,Petrogale concinna,16,16,,XY,,,Eldridge et al. 1992a
Diprodontia,Macropodidae,Petrogale,lateralis lateralis,Petrogale lateralis lateralis,22,22,,XY,,,Eldridge et al. 1992a
Diprodontia,Macropodidae,Petrogale,penicillata,Petrogale penicillata,22,22,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Petrogale,xanthopus celeris,Petrogale xanthopus celeris,22,22,,XY,,,Eldridge et al. 1992a
Diprodontia,Macropodidae,Petrogale,xanthopus xanthopus,Petrogale xanthopus xanthopus,22,22,,XY,,,Eldridge et al. 1992a
Diprodontia,Macropodidae,Thylogale,billardierii,Thylogale billardierii,22,22,,XY,,,Rofe 1979
Diprodontia,Macropodidae,Thylogale,thetis,Thylogale thetis,22,22,,XY,,,Eldridge et al. 1992a
Diprodontia,Macropodidae,Wallabia,bicolor,Wallabia bicolor,10,11,,complex XY,XY1Y2,,Rofe 1979
Diprodontia,Petauridae,Petaurus,norfolcensis,Petaurus norfolcensis,21,21,,XY,,,Rofe 1979
Diprodontia,Phalangeridae,Trichosurus,vulpecula,Trichosurus vulpecula,20,20,,XY,,,Rofe 1979
Diprodontia,Phascolarctidae,Phascolarctos,cinereus,Phascolarctos cinereus,16,16,,XY,,,CRES San Diego (Unpublished)
Diprodontia,Potoroidae,Potorous,tridactylus,Potorous tridactylus,12,12,,XY,,,Graphodatsky et al. (Unpublished)
Diprodontia,Pseudocheiridae,Hemibelideus,lemuroides,Hemibelideus lemuroides,20,20,,XY,,,McQuade 1984
Diprodontia,Pseudocheiridae,Petropseudes,dahli,Petropseudes dahli,16,16,,XY,,,Murray et al. 1980
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus cookii,Pseudocheirus peregrinus cookii,20,20,,XY,,,Murray et al. 1980
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus puicher,Pseudocheirus peregrinus puicher,20,20,,XY,,,Murray et al. 1980
Diprodontia,Pseudocheiridae,Pseudocheirus,peregrinus rubidus,Pseudocheirus peregrinus rubidus,20,20,,XY,,,Murray et al. 1980
Diprodontia,Tarsipedidae,Tarsipes,rostratus,Tarsipes rostratus,24,24,,XY,,,Hayman 1990
Diprodontia,Vombatidae,Lasiorhinus,latifrons,Lasiorhinus latifrons,14,14,,XY,,,Rofe 1979
Diprodontia,Vombatidae,Vombatus,ursinus,Vombatus ursinus,14,14,,XY,,,Rofe 1979
Diprotodontia,Macropodidae,Wallabia,eugenii,Wallabia eugenii,16,16,,XY,,,Blackmon 2019
Eulipotyphla,Erinaceidae,Erinaceus,amurensis,Erinaceus amurensis,48,48,,XY,,,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Erinaceidae,Erinaceus,concolor,Erinaceus concolor,48,48,,XY,,,Sokolov et al. 1991
Eulipotyphla,Erinaceidae,Erinaceus,europaeus,Erinaceus europaeus,48,48,,XY,,,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Erinaceidae,Hemiechinus,auritus,Hemiechinus auritus,48,48,,XY,,,Yang et al. 2006
Eulipotyphla,Erinaceidae,Hemiechinus,dauricus,Hemiechinus dauricus,48,48,,XY,,,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Erinaceidae,Hylomys,suillus,Hylomys suillus,48,48,,XY,,,Pavlova (Unpublished)
Eulipotyphla,Erinaceidae,Neohylomys,hainanensis,Neohylomys hainanensis,32,32,,XY,,,Li et al. 2008
Eulipotyphla,Erinaceidae,Neotetracus,sinensis,Neotetracus sinensis,32,32,,XY,,,Ye et al. 2006
Eulipotyphla,Erinaceidae,Paraechinus,hypomelas,Paraechinus hypomelas,48,48,,XY,,,Radjabli and Graphodatsky (Unpublished)
Eulipotyphla,Erinaceidae,Podogymnura,truei,Podogymnura truei,40,40,,XY,,,Rickart 2003
Eulipotyphla,Solenodontidae,Solenodon,paradoxus,Solenodon paradoxus,34,34,,XY,,,Benirschke 1969
Eulipotyphla,Soricidae,Blarina,carlinensis peninsulae,Blarina carlinensis peninsulae,50,50,,XY,,,George et al. 1982
