Family,Subfamily,Tribe,Genus,Species,Submetacentric,Metacentric,Subtelocentric,Telocentric,Subacrocentric,Acrocentric,Dot,Sex,HaploidNum,SCS,Notes,Reference
Drosophilidae,,,Drosophila,Drosophila submacroptera,,,,,,,,,4,,"Huatusco, Vera Cruz, Mexico","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila submacroptera,,,,,,,,,4,,"Tezuitlan, Puebla, Mexico","Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila subobscura,,,,,,,,,6,XY,"X is rod, Y is a rod","Emmens, C.W., 1937. The morphology of the nucleus in the salivary glands of four species of Drosophila. Zeitschrift fur Zellforschung und Mikroskopische Anatomie, 26(1), pp.1-20., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila suboccidentalis,,,,,,,,,6,,,"Spencer, W.P., 1942. New species in the quinaria group of the subgenus Drosophila. Univ Texas Publ 4213:55-66., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila suboccidentalis,,,,,,,,,6,XY,"long rod-shaped X with a proximal constriction, four medium-length autosomal rods and a very large dot, Y is  a rod which is equal to the X in length","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-347., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila suboccidentalis,,,,,,,,,6,XY,"x chromosome has proximal constriction, Y is a long rod without proximal constriction","Sears, J.W., 1947.Relationships within the quinaria species group of Drosophila. Studies of Genetics in Drosophila V. Isolating Mechanisms. Univ. Texas Pl. 4720:137-156."
Drosophilidae,,,Drosophila,Drosophila subpalustris,,,,,,,,,6,,,"Spencer, W.P., 1942. New species in the quinaria group of the subgenus Drosophila. Univ Texas Publ 4213:55-66., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila subpalustris,,,,,,,,,6,XY,"4 medium rods, 1 long rod, and a dot, very small dot distinguishes subpalustris","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-342., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila subpalustris,,,,,,,,,6,XY,,"Sears, J.W., 1947.Relationships within the quinaria species group of Drosophila. Studies of Genetics in Drosophila V. Isolating Mechanisms. Univ. Texas Pl. 4720:137-156."
Drosophilidae,,,Drosophila,Drosophila subquinaria,,,,,,,,,6,XY,"Y is small, V-shaped","Spencer, W.P., 1942. New species in the quinaria group of the subgenus Drosophila. Univ Texas Publ 4213:55-66., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila subquinaria,,,,,,,,,6,XY,"long rod-shaped X, 4 shorter rods as autosomes, and a dot, Y is v-shaped","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-346., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila subquinaria,,,,,,,,,6,XY,,"Sears, J.W., 1947.Relationships within the quinaria species group of Drosophila. Studies of Genetics in Drosophila V. Isolating Mechanisms. Univ. Texas Pl. 4720:137-156."
Drosophilidae,,,Drosophila,Drosophila subsaltans,,,,,,,,,3,,,"de Magalhaes, L.E., 1956. Description of four new species of the ""saltans"" group of ""Drosophila"" (Diptera). Revista Brasileira de Biologia, 16(3), pp.273-280., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila subsilvestris,,,,,,,,,6,XY,x is v-shaped; y is j-shaped,"Knight, G.R., 1956. Chromosome number and morphology ofDrosophila silvestris basden With a descriptive note on the internal genitalia of the adults. Zeitschrift fur Induktive Abstammungs-und Vererbungslehre, 87(3), pp.439-442., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila substenoptera,,,,,,,,,6,,,"Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila subtilis,,,,,,,,,5,,,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila sucinea,,,,,,,,,3,XY,one pair of v-shaped elements represented the sex chromosomes,"Patterson, J.T. and Mainland, G.B., 1944. The Drosophilidae of Mexico. Univ. Tex. Pub, 4445, pp.9-101., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila sucinea,,,,,,,,,3,XY,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131."
Drosophilidae,,,Drosophila,Drosophila suffusca,,,,,,,,,4,XY,X and Y are both V,"Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila suffusca,,,,,,,,,4,XY,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-117., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila sulfurigaster,,,,,,,,,4,,reported as setifemur,"Mather, W.B., 1962. Patterns of chromosomal evolution in the immigrans group of Drosophila. Evolution, pp.20-26., Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila sulfurigaster albostrigata,,,,,,,,,4,XY,"X is rod; y is rod-, J, or V-shaped","Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila sulfurigaster bilimbata,,,,,,,,,4,,Reported as spinofemora in Patterson and Wheeler,"Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109, Wilson, F.D., 1969. Cytogenetic relations in the Drosophila nasuta subgroup of the immigrans group of species. Univ. Texas Publ., 6918, pp.207-253., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila suzukii,,,,,,,,,4,XY,from page 183,"Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila takahashii,,,,,,,,,4,XY,"from page 183, Karyotype C","Kikkawa, H., 1938. Drosophila species of Japan and its adjacent localities. Jap J Zool, 7, pp.507-555., Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Singh, B.K. and Gupta, J.P., 1979. Karyological study in some Indian species of Drosophilidae. Caryologia, 32(3), pp.265-278., Stevens, N.M. (1907). A study of the germ cells of certain Diptera with reference to the heterosis and the phenomenon of synapsis. J. Exp. Zool. 5, 359-374., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila takahashii,,,,,,,,,3,XY,"From page 183, karyotype C2","Sturtevant, A.H., 1942. The classification of the genus Drosophila, with descriptions of nine species. Univ Texas Publ, 4213, pp.5-51., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila takahashii I,,,,,,,,,4,XY,"X is rod-shaped, Y may be small rod or J","Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila talamancana,,,,,,,,,5,XY,"X is rod-shaped, Y is J or V shaped","Wheeler, M.R., 1968. Some remarkable new species of neotropical Drosophilidae. Stud. Genet. IV Univ Texas Publ. 6818:431-442., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tani,,,,,,,,,4,,,"Zhang WY, Zhang J, Qian YH, Zeng QT. [Karyotypes of five species in the Drosophila melanogaster species group]. Yi Chuan = Hereditas. 2006 May;28(5):545-550."
Drosophilidae,,,Drosophila,Drosophila tanytrix,,,,,,,,,6,XY,X and Y are rods,"Yoon, J.S. and Richardson, R.H., 1976. Evolution of Hawaiian Drosophilidae. II. Patterns and rates of chromosome evolution in an antopocerus phylogeny. Genetics, 83(4), pp.827-843., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tarphytrichia,,,,,,,,,6,,,"Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila teisseri,,,,,,,,,4,XY,"page 182, karyotype C","Lemeunier, F., Dutrillaux, B. and Ashburner, M., 1978. Relationships within the melanogaster subgroup species of the genus Drosophila (Sophophora). Chromosoma, 69(3), pp.349-361., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila teisseri,,,,,,,,,4,XY,"x is a rod, y is j-shaped","Lemeunier, F. and Ashburner, M., 1976. Relationships within the melanogaster species subgroup of the genus Drosophila (Sophophora)-II. Phylogenetic relationships between six species based upon polytene chromosome banding sequences. Proceedings of the Royal Society of London. Series B. Biological Sciences, 193(1112), pp.275-294., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila teisseri,,,,,,,,,4,,acrocentric x and y chromosomes,"Lemeunier, F., Dutrillaux, B. and Ashburner, M., 1978. Relationships within the melanogaster subgroup species of the genus Drosophila (Sophophora). Chromosoma, 69(3), pp.349-361., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tendomentum,,,,,,,,,6,,,"Yoon, J.S. and Wheeler, M.R., 1973. Chromosome evolution: Repetitive euchromatic chromosomal segments in Hawaiian Drosophila. Canadian Journal of Genetics and Cytology, 15(1), pp.171-175., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila tenebrosa,,,,,,,,,5,,,"Blumel, J., 1949. Additional tests within the quinaria speciesgroup of Drosophila.Studies in the genetics of Drosophila VI. University of Texas Publication,4920, pp.31-38., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tenebrosa,,,,,,,,,5,XY,"long rod-shaped X with a proximal constriction, a j-shaped autosome, two rod-shaped autosomes one of which has a proximal constriction, dot-like chromsome, Y is j-shaped","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-348., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila tenuicauda,,,,,,,,,6,,,"Kang, Y.S., 1964. Chromosome studies on several wild species of Drosophilidae.Korean J. Zool.,7, pp.12-18., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila testacea,,,,,,,,,4,XY,Rod shaped X and Y,"Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila testacea,,,,,,,,,4,,"long rod, medium rod, v shaped chromosome and a dot","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-356., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tetrachaeta,,,,,,,,,6,,,"Angus, D., 1967. Cytological evolution in the quadrilineata sp. group.Drosoph. Inf Serv,42, p.112., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila texana,,,,,,,,,5,XY,X and Y are rods,"Patterson, J.T., W.S. Stone, and A.B. Griffen. 1942. Genetic and cytological analysis of the virilis species group. U.T.P. 4228, 162-200., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila texana,,,,,,,,,5,,,"Sturtevant, A.H. and Novitski, E., 1941. Sterility in crosses of geographical races of Drosophila micromelanica.Proceedings of the National Academy of Sciences of the United States of America,27(8), p.392., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila texana,,,,,,,,,5,XY,"rod like x, two autosomal rods, a v and a dot","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-353"
Drosophilidae,,,Drosophila,Drosophila texana,,,,,,,,,5,,"one pair of autosomal v's, three pairs of rods (one of these is the X-Y pair), and a pair of dots. This publication indicated that the autosomal fusion was linking chromosomes 3 and 4","Stone, W.S. and Patterson, J.T., 1947. The species relationships in the virilis group. University of Texas Publications, 4720, pp.157-160.  Patterson, J.T., Stone, W. and Griffen, A.B., 1940. XI. EVOLUTION OF THE VIRILIS GROUP IN DROSOPHILA. The University of Texas Publication, p.218."
Drosophilidae,,,Drosophila,Drosophila thoracis,,,,,,,,,6,XO,XO,"Clayton, F.E. and C.L. Ward, 1954. Chromosomal studies of several species of Drosophilidae. Univ. Texas Publ 5422: 98-105., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tira,,,,,,,,,6,XY,,"Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila.  Genetics, Taxonomy, and Evolution.  University of Texas Publ. 85-104., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tolteca,,,,,,,,,5,XY,"V-shaped X, Y is j-shaped","Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila tongpua,,,,,,,,,4,XY,X and Y are rod-shaped,"Lin, F.J., Jan, K.Y., Tseng, H.C. and Chow, H.W., 1974. Mitotic chromosomes of species in the subgenusDrosophila (Diptera: Drosophilidae). Genetica, 45(1), pp.133-144., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophilidae,,,Drosophila,Drosophila touchardiae,,,,,,,,,6,,,"Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila tranquilla,,,,,,,,,3,,"only three chromosomal elements in metaphase. One is very long, having been derived from two chromosomes by translocation (appears in metaphase as long rod).  Remaining metaphase elements are a large fusion V and a rod.  Dot is not seen in metaphase but is seen in salivary preps.  Salivary preps are four long euchromatic arms and a dot.","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-407., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila tranquilla,,,,,,,,,4,,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-145., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila transversa,,,,,,,,,6,,,"Frolova, S.L., 1926 Normale und polyploide Chromosomengarnituren bei einigen Drosophila-Arten. Z. Zellforsch. 3:682-694, Kim, K.W. 1965 Chromosomal studies of Korean Drosophila species. Drosophila Inf. Serv. 40:69., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila transversa,,,,,,,,,6,XY,"4 medium rods, 1 long rod, and a dot","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-343., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophilidae,,,Drosophila,Drosophila transversa,,,,,,,,,6,XY,,"Sears, J.W., 1947.Relationships within the quinaria species group of Drosophila. Studies of Genetics in Drosophila V. Isolating Mechanisms. Univ. Texas Pl. 4720:137-156."
Drosophilidae,,,Drosophila,Drosophila trapeza,,,,,,,,,6,XY,,"Clayton, F.E. and Wasserman, M., 1957. Chromosomal studies of several species of Drosophila.Univ Texas Publs,5721, pp.125-131., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophilidae,,,Drosophila,Drosophila trapeza,,,,,,,,,6,XY,longest rod pair represents the X chromosomes; the Y is a  rod about 2/3 the length of the X.,"Heed, W.B. and Wheeler, M.R., 1957. Thirteen new species in the genus Drosophila from the neotropical region.Univ Texas Publ Stud Gen,5721, pp.17-38."
Drosophilidae,,,Drosophila,Drosophila trapezifrons,,,,,,,,,3,,,"Bock I.R. and Wheeler, M.R., 1972.  The Drosophila melanogaster species group.  Univ. Texas Publ,7213, pp.1-102."
