Higher taxonomic group,Order,Family,Genus,Species,Chromosome number (female),Chromosome number (male),"Predicted ploidy (1,2,3,4)","Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","Haplodiploidy (arrhenotoky,paternal genome elimination,other)","Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","Polyfactorial (yes,no)","Molecular basis (dosage,Y dominant,W dominant)",entry initials,entry name,entry email,"notes, comments",source: Chromosome number (female),source: Chromosome number (male),"source: Predicted ploidy (1,2,3,4)","source: Sexual system (hermaphrodite,monoecy,dioecy,gynodioecy,androdioecy,gynomonoecy,andromonoecy,polygamodioecy,polygamomonoecy,apomictic,other)","source: Karyotype (ZO,ZW,XY,XO,WO,homomorphic,complex XY,complex ZW)","source: Genotypic (male heterogametic,female heterogametic,GSD,polygenic)","source: Haplodiploidy (arrhenotoky,paternal genome elimination,other)","source: Environmental (TSD,TSD Ia,TSD Ib,TSD II,size,density,pH,ESD_other)","source: Polyfactorial (yes,no)","source: Molecular basis (dosage,Y dominant,W dominant)"
Mammalia,Rodentia,Heteromyidae,Perognathus ,Perognathus  spinatus,44,44,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Hydrochaeridae,Hydrochoeris,Hydrochoeris hydrochaeris,66,66,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Acomys ,Acomys  cahirinus-1,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Acomys ,Acomys  cahirinus-2,38,38,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus flavicolis,50,50,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Apodemus,Apodemus sylvaticus,48,48,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Apodemus ,Apodemus  agrarius,48,48,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Apodemus ,Apodemus  flavicolis,48,48,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Apodemus ,Apodemus  speciosus,48,48,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1972) An Atlas of Mammalian Chromosomes, Volume 6, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Bandicota,Bandicota bengalensis,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Bandicota,Bandicota indica,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Mus,Mus minutoides-1,36,35,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,X1X2Y,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Mus,Mus minutoides-2,,,,gonochorous,complex XY,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,"XX,X*X,X*Y females  and XY males",,,,Veyrunes F. et al. (2010) Proc Roy Soc B 277: 1049-1056.,Veyrunes F. et al. (2010) Proc Roy Soc B 277: 1049-1056.,Veyrunes F. et al. (2010) Proc Roy Soc B 277: 1049-1056.,,,,
Mammalia,Rodentia,Muridae,Mus,Mus musculoides,18,19,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY1Y2,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Mus,Mus musculus,40,40,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Mus ,Mus  cervicolor,38,38,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Mus ,Mus  poschiavinus,26,26,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1970) An Atlas of Mammalian Chromosomes, Volume 4, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Nesokia ,Nesokia  indica,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1975) An Atlas of Mammalian Chromosomes, Volume 9, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Rattus,Rattus natalensis,36,36,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1968) An Atlas of Mammalian Chromosomes, Volume 2, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1968) An Atlas of Mammalian Chromosomes, Volume 2, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1968) An Atlas of Mammalian Chromosomes, Volume 2, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1967) An Atlas of Mammalian Chromosomes, Volume 1, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Rattus,Rattus rattus,38,38,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1971) An Atlas of Mammalian Chromosomes, Volume 5, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Rattus ,Rattus  agentiventer,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Rattus ,Rattus  exulans,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Rattus ,Rattus  mindanensis,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1974) An Atlas of Mammalian Chromosomes, Volume 8, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Rattus ,Rattus  nitidus,42,42,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Taterillus,Taterillus arenarius,30,31,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY1Y2,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Taterillus,Taterillus petteri,18,19,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY1Y2,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Taterillus,Taterillus pygargus,22,23,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY1Y2,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Taterillus,Taterillus sp.1,22,23,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY1Y2,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Taterillus,Taterillus sp.2,24,25,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY1Y2,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Taterillus,Taterillus tranieri,14,15,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,XY1Y2,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
Mammalia,Rodentia,Muridae,Tokudaia,Tokudaia osimensis osimensis,25,25,,gonochorous,XO,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,XO females and males/no SRY,Honda T. et al. (1977) Jpn J Genet 52: 247-249.,Honda T. et al. (1977) Jpn J Genet 52: 247-249.,,Soullier S. et al. (1998) Mammalian Genome 9: 590-592.,Soullier S. et al. (1998) Mammalian Genome 9: 590-592.,Soullier S. et al. (1998) Mammalian Genome 9: 590-592.,,,,
Mammalia,Rodentia,Muridae,Tokudaia,Tokudaia osimensis spp,45,45,,gonochorous,XO,male heterogametic,,,,,KP,Katie Peichel,cpeichel@fhcrc.org,XO females and males/no SRY,Honda T. et al. (1978) Jpn J Genet 53: 297-299.,Honda T. et al. (1978) Jpn J Genet 53: 297-299.,,Sutou S. et al. (2001) Mammalian Genome 12: 17-21.,Sutou S. et al. (2001) Mammalian Genome 12: 17-21.,Sutou S. et al. (2001) Mammalian Genome 12: 17-21.,,,,
Mammalia,Rodentia,Muridae,Vandeleuria,Vandeleuria oleracea,29,29,,gonochorous,XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.",,"Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.","Hsu T.C., Benirschke K. (1973) An Atlas of Mammalian Chromosomes, Volume 7, Springer-Verlag, New York.",,,,
Mammalia,Rodentia,Muridae,Vandeleuria,Vandeleuria oleracea,29,29,,gonochorous,complex XY,male heterogametic,,,,,JK,Jun Kitano,jkitano@lab.nig.ac.jp,X1X2Y,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,Yoshida K. and Kitano J. (2012) The contribution of female meiotic drive to the evolution of neo-sex chromosomes. Evolution 66: 3198-3208.,,,,
