"","x"
"3635",44.68
"3636",42.6
"3637",44.24
"3638",44.59
"3639",44.59
"3640",43.77
"3641",44.93
"3642",45.72
"3643",44.75
"3644",42.05
"3645",41.2
"3646",44.13
"3647",42.51
"3648",44.91
"3649",42.95
"3650",42.79
"3651",43.07
"3652",45.11
"3653",43.45
"3654",43.63
"3655",45.36
"3656",44.46
"3657",42.87
"3658",43.55
"3659",43.56
"3660",43.22
"3661",43.5
"3662",42.74
"3663",41.96
"3664",44.2
"3665",45.32
"3666",45.21
"3667",43.64
"3668",43.62
"3669",42.87
"3670",43.7
"3671",42.32
"3672",42.82
"3673",44.63
"3674",43.72
"3675",43.47
"3676",42.06
"3677",43.32
"3678",44.1
"3679",45.24
"3680",44.8
"3681",43.91
"3682",44.7
"3683",44.7
"3684",44.58
"3685",43.93
"3686",43.76
"3687",42.62
"3688",44.97
"3689",44.23
"3690",44.8
"3691",43.63
"3692",43.76
"3693",43.92
"3694",43.63
"3695",44.15
"3696",44.75
"3697",44.41
"3698",43.91
"3699",44.93
"3700",43.66
"3701",41.32
"3702",42.01
"3703",43.42
"3704",42.86
"3705",44.35
"3706",42.75
"3707",44.57
"3708",44.6
"3709",43.93
"3710",41.68
"3711",43.01
"3712",43.53
"3713",44.01
"3714",44.78
"3715",43.48
"3716",43.88
"3717",43.5
"3718",44.2
"3719",44.89
"3720",45.27
"3721",44.75
"3722",44.97
"3723",43.48
"3724",43.23
"3725",43.73
"3726",44.49
"3727",43.33
"3728",44.19
"3729",41.4
"3730",45.16
"3731",43.98
"3732",43.56
"3733",44.06
"3734",44.13
"3735",44.63
"3736",43.92
"3737",42.93
"3738",44.45
"3739",44.37
"3740",44.2
"3741",42.98
"3742",42.85
"3743",42.99
"3744",44.15
"3745",42.87
"3746",43.63
"3747",45.97
"3748",43.74
"3749",43.72
"3750",42.61
"3751",43.67
"3752",45.4
"3753",43.05
"3754",43.85
"3755",43.32
"3756",44.67
"3757",43.81
"3758",42.49
"3759",43.55
"3760",42.21
"3761",43.64
"3762",42.95
"3763",44.08
"3764",45.2
"3765",42.52
"3766",42.84
"3767",42.42
"3768",45.45
"3769",43.35
"3770",43.74
"3771",43.21
"3772",44.42
"3773",41.85
"3774",42.72
"3775",42.46
"3776",43.26
"3777",43.39
"3778",44.27
"3779",42.46
"3780",44.63
"3781",43.55
"3782",44.02
"3783",43.3
"3784",42.87
"3785",43.66
"3786",44.56
"3787",41.65
"3788",44.87
"3789",44.77
"3790",42.87
"3791",44.49
"3792",45.3
"3793",43.47
"3794",44.02
"3795",42.87
"3796",42.81
"3797",43.93
"3798",45.58
"3799",43.95
"3800",43.27
"3801",43.77
"3802",42.84
"3803",42.49
"3804",45.07
"3805",43.94
"3806",43.99
"3807",43.31
"3808",44.03
"3809",44.98
"3810",43.64
"3811",44.04
"3812",43.63
"3813",43.87
"3814",43.95
"3815",43.9
"3816",44.98
"3817",43.85
"3818",44.4
"3819",44.59
"3820",43.59
"3821",43.16
"3822",44.42
"3823",43.83
"3824",45.6
"3825",42.4
"3826",43.68
"3827",43.74
"3828",43.58
"3829",43
"3830",42.12
"3831",45.05
"3832",44.68
"3833",44.14
"3834",43.68
"3835",45.46
"3836",44.02
"3837",45.18
"3838",45.63
"3839",43.75
"3840",44.41
"3841",44.36
"3842",42.91
"3843",45.25
"3844",44.11
"3845",42.94
"3846",43.98
"3847",42.97
"3848",44.16
"3849",44.04
"3850",44.56
"3851",44.55
"3852",43.39
"3853",42.95
"3854",44.47
"3855",42.69
"3856",43.65
"3857",45.59
"3858",44.87
"3859",43.85
"3860",44.22
"3861",45.07
"3862",43.01
"3863",43.91
"3864",43.5
"3865",44.24
"3866",43.2
"3867",43.12
"3868",44.84
"3869",42.79
"3870",42.97
"3871",43.09
"3872",43.1
"3873",43.26
"3874",43.32
"3875",45.03
"3876",43.32
"3877",42.7
"3878",42.95
"3879",44.05
"3880",45.92
"3881",44.03
"3882",46.85
"3883",43.45
"3884",43.57
"3885",42.37
"3886",43.35
"3887",43.62
"3888",44.58
"3889",43.79
"3890",41.79
"3891",41.37
"3892",44.89
"3893",45.22
"3894",44.2
"3895",42.9
"3896",45.02
"3897",44.13
"3898",42.82
"3899",44.33
"3900",43.96
"3901",45.57
"3902",44
"3903",44.47
"3904",45.58
"3905",45.36
"3906",42.85
"3907",42.39
"3908",42.68
"3909",45.89
"3910",43.83
"3911",44.44
"3912",42.52
"3913",44.75
"3914",41.72
"3915",45.34
"3916",43.69
"3917",42.49
"3918",44.34
"3919",41.33
"3920",44.74
"3921",43.38
"3922",43.36
"3923",43.83
"3924",42.15
"3925",42.19
"3926",43.63
"3927",44.95
"3928",45.08
"3929",42.03
"3930",44.11
"3931",43.99
"3932",45.24
"3933",42.94
"3934",44.2
"3935",43.58
"3936",42.88
"3937",43.91
"3938",44.63
"3939",43.15
"3940",43.28
"3941",42.56
"3942",44.28
"3943",44.67
"3944",44.51
"3945",42.57
"3946",43
"3947",45.26
"3948",44.95
"3949",43.98
"3950",42.87
"3951",42.14
"3952",43.68
"3953",43.35
"3954",44.21
"3955",44.75
"3956",45.99
"3957",44.38
"3958",42.52
"3959",44.35
"3960",43.57
"3961",44.24
"3962",44.37
"3963",44.89
"3964",42.96
"3965",46.12
"3966",44.45
"3967",44.9
"3968",42.91
"3969",42.34
"3970",42.99
"3971",44.75
"3972",43.48
"3973",42.46
"3974",43.73
"3975",43.65
"3976",44.78
"3977",42.66
"3978",44.7
"3979",43.42
"3980",43.35
"3981",44.79
"3982",43.54
"3983",43.55
"3984",44.01
"3985",44.56
"3986",43.28
"3987",43.27
"3988",42.57
"3989",42.85
"3990",44.09
"3991",43.74
"3992",44.39
"3993",44.23
"3994",44.82
"3995",44.53
"3996",42.66
"3997",43.66
"3998",44.5
"3999",44.47
"4000",43.94
"4001",42.94
"4002",44.3
"4003",44.41
"4004",44.41
"4005",43.16
"4006",44.68
"4007",42.86
"4008",42.78
"4009",44.44
"4010",45.21
"4011",44.79
"4012",44.63
"4013",42.91
"4014",44.47
"4015",43.06
"4016",44.02
"4017",44.52
"4018",42.63
"4019",43.83
"4020",44.34
"4021",43.26
"4022",45.64
"4023",44.21
"4024",43.98
"4025",43.26
"4026",42.86
"4027",44.67
"4028",44.51
"4029",44.05
"4030",45.79
"4031",44.56
"4032",42.71
"4033",44.03
"4034",43.69
"4035",43.1
"4036",44.66
"4037",45.35
"4038",43.83
"4039",44.55
"4040",41.02
"4041",46.94
"4042",43.23
"4043",44.8
"4044",42.18
"4045",43.72
"4046",43.37
"4047",42.75
"4048",45.11
"4049",43.63
"4050",44.09
"4051",43.7
"4052",44.18
"4053",41.55
"4054",42.4
"4055",43.84
"4056",43.99
"4057",44.15
"4058",43.09
"4059",43.51
"4060",43.18
"4061",45.72
"4062",43.26
"4063",43.21
"4064",42.83
"4065",43.54
"4066",42.8
"4067",42.56
"4068",41.88
"4069",44.34
"4070",44.15
"4071",41.77
"4072",44.12
"4073",45.97
"4074",43.54
"4075",43.56
"4076",43.94
"4077",44.79
"4078",41.58
"4079",43
"4080",45.28
"4081",43.17
"4082",42.45
"4083",44.39
"4084",43.78
"4085",41.57
"4086",45.16
"4087",43.62
"4088",44.94
"4089",42.63
"4090",44.71
"4091",43.47
"4092",45.05
"4093",41.92
"4094",44.7
"4095",41.61
"4096",45.39
"4097",44.99
"4098",43.78
"4099",43.75
"4100",42.86
"4101",41.7
"4102",43.95
"4103",43.89
"4104",44.17
"4105",42.39
"4106",42.5
"4107",42.91
"4108",43.45
"4109",44.59
"4110",41.94
"4111",43.99
"4112",46.26
"4113",45.68
"4114",42.27
"4115",44.92
"4116",45.1
"4117",42.55
"4118",43.84
"4119",42.24
"4120",43.55
"4121",41.46
"4122",45.19
"4123",43.94
"4124",43.72
"4125",43.46
"4126",43.92
"4127",44.58
"4128",43.55
"4129",45.13
"4130",43.7
"4131",43.96
"4132",43.15
"4133",44.41
"4134",45.06
"4135",42.63
"4136",43
"4137",43.63
"4138",42.89
"4139",45.14
"4140",43.18
"4141",43.77
"4142",43.35
"4143",41.33
"4144",43.18
"4145",41.97
"4146",44.48
"4147",43.99
"4148",45.62
"4149",44.84
"4150",44.25
"4151",42.69
"4152",42.76
"4153",44.25
"4154",42.36
"4155",43.1
"4156",44.7
"4157",43.74
"4158",43.63
"4159",44.17
"4160",44.32
"4161",44.74
"4162",42
"4163",45.52
"4164",42.92
"4165",43.93
"4166",44.57
"4167",43.87
"4168",44.07
"4169",42.71
"4170",45.41
"4171",43.82
"4172",45.39
"4173",44.08
"4174",44.5
"4175",43.89
"4176",44.25
"4177",41.77
"4178",41.89
"4179",43.83
"4180",46.27
"4181",43.85
"4182",43.03
"4183",43.1
"4184",42.89
"4185",43.42
"4186",46.19
"4187",43.61
"4188",43.66
"4189",44.46
"4190",44.49
"4191",44.01
"4192",43.17
"4193",43.45
"4194",43.08
"4195",43.74
"4196",44.24
"4197",43.68
"4198",42.42
"4199",41.91
"4200",44.78
"4201",43.15
"4202",42.5
"4203",44.19
"4204",42.95
"4205",43.71
"4206",41.95
"4207",43.89
"4208",43.91
"4209",42.49
"4210",43.44
"4211",46.08
"4212",43.75
"4213",43.01
"4214",43.35
"4215",43.73
"4216",42.8
"4217",45.02
"4218",43.35
"4219",43.41
"4220",42.96
"4221",44.38
"4222",45.48
"4223",44.46
"4224",43.62
"4225",47
"4226",43.33
"4227",43.93
"4228",43.54
"4229",42.29
"4230",43.9
"4231",45.02
"4232",43.1
"4233",44.01
"4234",43.25
"4235",43.58
"4236",43.54
"4237",41.29
"4238",44.45
"4239",44.5
"4240",43.97
"4241",43.92
"4242",43.89
"4243",42.04
"4244",45.26
"4245",41.4
"4246",44.91
"4247",43.66
"4248",44.02
"4249",44.55
"4250",45.45
"4251",43.54
"4252",45.42
"4253",43.48
"4254",42.86
"4255",42.98
"4256",44.74
"4257",43.9
"4258",43.23
"4259",45.51
"4260",44.2
"4261",43.89
"4262",43.36
"4263",43.03
"4264",43.73
"4265",44.5
"4266",43.46
"4267",43.12
"4268",43.9
"4269",44.02
"4270",44.74
"4271",44.22
"4272",44.7
"4273",45.62
"4274",45.02
"4275",42.37
"4276",43.02
"4277",43.69
"4278",42.32
"4279",45.36
"4280",45.43
"4281",43.19
"4282",43.39
"4283",43.35
"4284",42.58
"4285",42.93
"4286",43.92
"4287",43.35
"4288",43.34
"4289",43.64
"4290",43.41
"4291",43.24
"4292",44.75
"4293",44.37
"4294",43.15
"4295",42.1
"4296",43.82
"4297",43.8
"4298",44.17
"4299",42.54
"4300",43.48
"4301",44.26
"4302",43.26
"4303",41.58
"4304",44.2
"4305",44.59
"4306",42.1
"4307",43.73
"4308",42.53
"4309",44.42
"4310",42
"4311",43.98
"4312",43.57
"4313",43.35
"4314",43.43
"4315",42.45
"4316",44.12
"4317",44.95
"4318",43.67
"4319",42.47
"4320",43.77
"4321",43.84
"4322",43.95
"4323",45.53
"4324",42.56
"4325",44.02
"4326",44.33
"4327",43.26
"4328",42.51
"4329",44.25
"4330",43.4
"4331",42.96
"4332",43.58
"4333",44.52
"4334",44.81
"4335",42.52
"4336",44.07
"4337",44.48
"4338",43.07
"4339",44.32
"4340",45.18
"4341",43.09
"4342",44.17
"4343",44.48
"4344",43.96
"4345",43.61
"4346",45.46
"4347",45.1
"4348",43.64
"4349",44.07
"4350",44.29
"4351",42.45
"4352",43.78
"4353",44.67
"4354",43.35
"4355",44.4
"4356",42.96
"4357",44.32
"4358",42.2
"4359",44.26
"4360",43.29
"4361",43.2
"4362",45.95
"4363",43.85
"4364",45.42
"4365",45.07
"4366",44.75
"4367",45.16
"4368",42.6
"4369",45.14
"4370",44.62
"4371",44.45
"4372",43.27
"4373",44.01
"4374",43.75
"4375",41.76
"4376",43.94
"4377",44.3
"4378",42.29
"4379",44.12
"4380",43.85
"4381",44.77
"4382",44.01
"4383",43.63
"4384",44.12
"4385",45.53
"4386",44.84
"4387",43.97
"4388",44.46
"4389",41.55
"4390",41.94
"4391",42.71
"4392",44.6
"4393",43.1
"4394",44.4
"4395",44.41
"4396",44.25
"4397",42.79
"4398",44.41
"4399",45.7
"4400",45.39
"4401",43.06
"4402",45.01
"4403",44.5
"4404",42.04
"4405",42.69
"4406",43.83
"4407",42.65
"4408",42.9
"4409",44.38
"4410",43.57
"4411",43.45
"4412",43.13
"4413",45.56
"4414",42.92
"4415",44.6
"4416",44.56
"4417",42.81
"4418",43.93
"4419",44.9
"4420",45.89
"4421",44.11
"4422",43.88
"4423",44.42
"4424",43.45
"4425",43.12
"4426",44.38
"4427",42.43
"4428",45.45
"4429",43.42
"4430",44.34
"4431",44.51
"4432",43.03
"4433",44.54
"4434",44.46
"4435",44.79
"4436",43.37
"4437",42.51
"4438",44.48
"4439",44.2
"4440",43.35
"4441",45.26
"4442",44.77
"4443",43.09
"4444",45.09
"4445",42.94
"4446",42.25
"4447",43.36
"4448",44.66
"4449",42.67
"4450",44.33
"4451",43.34
"4452",44.69
"4453",42.42
"4454",43.74
"4455",44.36
"4456",43.71
"4457",44.66
"4458",43.75
"4459",43.12
"4460",42.03
"4461",42.65
"4462",44.47
"4463",45.12
"4464",43.43
"4465",43.78
"4466",44.61
"4467",42.41
"4468",43.31
"4469",43.06
"4470",42.83
"4471",43.33
"4472",44.31
"4473",45.39
"4474",43.31
"4475",45.26
"4476",44.55
"4477",44.63
"4478",43.43
"4479",44.03
"4480",41.51
"4481",44.53
"4482",42.54
"4483",43.17
"4484",44.57
"4485",45.35
"4486",42.51
"4487",43.65
"4488",43.43
"4489",43.94
"4490",45.25
"4491",42.23
"4492",44.64
"4493",44.29
"4494",43.53
"4495",43.55
"4496",42.9
"4497",44.21
"4498",44.01
"4499",45.23
"4500",42.59
"4501",43.86
"4502",42.44
"4503",43.23
"4504",43.59
"4505",43.82
"4506",41.77
"4507",44.44
"4508",43.36
"4509",43.7
"4510",44.46
"4511",43.77
"4512",45.41
"4513",40.47
"4514",42.94
"4515",44
"4516",42.22
"4517",44.81
"4518",44.02
"4519",43.35
"4520",43.85
"4521",42.6
"4522",44.67
"4523",43.24
"4524",45.12
"4525",45.27
"4526",43.49
"4527",44.96
"4528",44.23
"4529",45.34
"4530",44.39
"4531",43.24
"4532",41.97
"4533",44.03
"4534",43.33
"4535",45.37
"4536",42.68
"4537",43.15
"4538",44.21
"4539",44.47
"4540",43.79
"4541",42.5
"4542",44.23
"4543",43.77
"4544",43.5
"4545",44.8
"4546",43.41
"4547",42.45
"4548",41.87
"4549",42.67
"4550",42.26
"4551",43.67
"4552",42.78
"4553",43.06
"4554",43.91
"4555",44.93
"4556",41.96
"4557",43.43
"4558",44.73
"4559",41.22
"4560",42.59
"4561",43.71
"4562",43.91
"4563",43.68
"4564",43.75
"4565",43.28
"4566",43.9
"4567",43.27
"4568",42.84
"4569",42.8
"4570",42.83
"4571",42.17
"4572",44.11
"4573",43.57
"4574",43
"4575",44.68
"4576",43.34
"4577",45.22
"4578",44.71
"4579",43.9
"4580",42.85
"4581",44.2
"4582",44.09
"4583",46.01
"4584",41.95
"4585",43.18
"4586",42.14
"4587",44.25
"4588",41.86
"4589",44.32
"4590",44.67
"4591",44.25
"4592",42.92
"4593",43.94
"4594",43.54
"4595",43.71
"4596",43.1
"4597",44.32
"4598",46.16
"4599",43.07
"4600",44.37
"4601",40.74
"4602",43.53
"4603",44.17
"4604",44.18
"4605",43.76
"4606",43.85
"4607",44.59
"4608",45.16
"4609",44.27
"4610",44.2
"4611",42.7
"4612",44.16
"4613",45.39
"4614",43.32
"4615",43.58
"4616",42.78
"4617",42.44
"4618",41.81
"4619",42.65
"4620",46.41
"4621",42.69
"4622",43.52
"4623",44.64
"4624",43.63
"4625",44.34
"4626",44.21
"4627",43.8
"4628",42.68
"4629",44.26
"4630",45.58
"4631",43.18
"4632",41.88
"4633",44.43
"4634",43.11
"4635",42.27
"4636",43.52
"4637",43.39
"4638",45.1
"4639",43.66
"4640",43.47
"4641",44.52
"4642",43.06
"4643",43.86
"4644",43.48
"4645",44.41
"4646",43.97
"4647",44.21
"4648",43.08
"4649",43.41
"4650",44.89
"4651",43.45
"4652",43.08
"4653",44.73
"4654",42.97
"4655",42.04
"4656",43.43
"4657",46.04
"4658",43.17
"4659",43.61
"4660",44.25
"4661",43.08
"4662",43.68
"4663",44.46
"4664",42.09
"4665",44.36
"4666",42.82
"4667",45.21
"4668",45.17
"4669",42.16
"4670",43.8
"4671",44.61
"4672",44.73
"4673",43.96
"4674",44.04
"4675",42.09
"4676",44.61
"4677",43.25
"4678",42.53
"4679",43.23
"4680",43.86
"4681",43.03
"4682",44.01
"4683",43.96
"4684",43.57
"4685",44.68
"4686",44.19
"4687",43.6
"4688",44.32
"4689",42.16
"4690",42.98
"4691",45.47
"4692",44.31
"4693",42.52
"4694",46.05
"4695",45.09
"4696",42.98
"4697",43.83
"4698",44.24
"4699",42.38
"4700",45.05
"4701",42.06
"4702",44.25
"4703",43.04
"4704",43.81
"4705",44.53
"4706",45.38
"4707",45.46
"4708",44.11
"4709",43
"4710",44.05
"4711",43.38
"4712",44.63
"4713",44.27
"4714",41.86
"4715",43.75
"4716",43.67
"4717",43.16
"4718",43.14
"4719",43.12
"4720",44.61
"4721",43.91
"4722",44.38
"4723",44.76
"4724",44.98
"4725",44.39
"4726",42.91
"4727",44.16
"4728",43.72
"4729",42.77
"4730",44.7
"4731",42.94
"4732",43.37
"4733",44.24
"4734",41.8
"4735",43.97
"4736",44.42
"4737",44.2
"4738",43.44
"4739",45.58
"4740",42.96
"4741",44.05
"4742",42.59
"4743",46.16
"4744",44.64
"4745",44.26
"4746",43.44
"4747",44.36
"4748",43.58
"4749",43.98
"4750",44.45
"4751",43.09
"4752",43.92
"4753",43.18
"4754",43.4
"4755",43.22
"4756",45.68
"4757",43.44
"4758",42.68
"4759",46.28
"4760",44.29
"4761",42.31
"4762",43.73
"4763",43.7
"4764",45.29
"4765",43.38
"4766",45.14
"4767",43.07
"4768",43.84
"4769",42.76
"4770",43.5
"4771",43.42
"4772",43.97
"4773",41.7
"4774",43.34
"4775",43.15
"4776",42.29
"4777",43.17
"4778",43.67
"4779",42.39
"4780",45.41
"4781",45.05
"4782",43.67
"4783",43.6
"4784",45.59
"4785",45.16
"4786",44
"4787",44.12
"4788",43.47
"4789",42.14
"4790",44.55
"4791",43.02
"4792",45.66
"4793",43.41
"4794",44.73
"4795",43.43
"4796",42.9
"4797",42.92
"4798",42.63
"4799",43.79
"4800",44.88
"4801",43.09
"4802",44.2
"4803",42.29
"4804",41.98
"4805",43.81
"4806",45.47
"4807",43.13
"4808",45.07
"4809",42.68
"4810",45.05
"4811",43.42
"4812",43.09
"4813",43.34
"4814",44.59
"4815",44.16
"4816",43.07
"4817",44.92
"4818",43.88
"4819",42.96
"4820",45.05
"4821",44.83
"4822",42.39
"4823",42.41
"4824",44.98
"4825",43.71
"4826",44.85
"4827",45.01
"4828",42.7
"4829",44.43
"4830",43.26
"4831",43.15
"4832",43.09
"4833",43.61
"4834",43.24
"4835",43.68
"4836",42.86
"4837",43.56
"4838",44.33
"4839",43.64
"4840",43.56
"4841",44.46
"4842",43.25
"4843",44.58
"4844",42.39
"4845",42.51
"4846",44.22
"4847",42.88
"4848",45.22
"4849",42.79
"4850",46.06
"4851",43.94
"4852",44.04
"4853",42.29
"4854",42.85
"4855",43.43
"4856",40.65
"4857",43.37
"4858",45.27
"4859",42.86
"4860",42.1
"4861",44.45
"4862",43.67
"4863",42.88
"4864",43.48
"4865",42.84
"4866",44.57
"4867",45.49
"4868",43.6
"4869",43.05
"4870",42.19
"4871",43.78
"4872",44.83
"4873",42.31
"4874",43.5
"4875",42.42
"4876",42.66
"4877",43.01
"4878",43.9
"4879",42.64
"4880",41.39
"4881",43.92
"4882",41.54
"4883",43.37
"4884",44.04
"4885",43.69
"4886",43.61
"4887",42.17
"4888",45.42
"4889",42.67
"4890",41.35
"4891",45.21
"4892",43.49
"4893",44.07
"4894",44.01
"4895",43.09
"4896",42.79
"4897",43.24
"4898",42.78
"4899",42.71
"4900",42.43
"4901",44.34
"4902",42.68
"4903",42.38
"4904",45.51
"4905",45.32
"4906",44.26
"4907",44.22
"4908",44.11
"4909",44.46
"4910",44.13
"4911",44.46
"4912",44.02
"4913",45.67
"4914",41.97
"4915",43.34
"4916",42.5
"4917",43.63
"4918",43.1
"4919",43.68
"4920",43.74
"4921",43.21
"4922",43.29
"4923",43.28
"4924",44
"4925",42.73
"4926",42.4
"4927",42.76
"4928",43.39
"4929",44.91
"4930",41.76
"4931",44.53
"4932",42.8
"4933",45.71
"4934",44.23
"4935",45.6
"4936",44.47
"4937",42.6
"4938",42.48
"4939",44.14
"4940",42.96
"4941",43.88
"4942",45.18
"4943",44.57
"4944",45.23
"4945",43.82
"4946",42.97
"4947",44.54
"4948",44.23
"4949",44.27
"4950",44.7
"4951",43.97
"4952",43.93
"4953",44.04
"4954",43.13
"4955",44.63
"4956",44.6
"4957",43.27
"4958",43.3
"4959",46.01
"4960",43.89
"4961",44.31
"4962",43.81
"4963",42.25
"4964",44.08
"4965",44.37
"4966",43.63
"4967",43.52
"4968",45.01
"4969",43.96
"4970",44.4
"4971",43.4
"4972",42.75
"4973",42.46
"4974",43.58
"4975",43.43
"4976",42.44
"4977",42.51
"4978",45.07
"4979",46.49
"4980",42.55
"4981",45.26
"4982",42.33
"4983",43.5
"4984",43.35
"4985",43.45
"4986",44.96
"4987",44.03
"4988",44.47
"4989",44.12
"4990",42.83
"4991",41.36
"4992",42.84
"4993",44.74
"4994",44.48
"4995",43.66
"4996",43.89
"4997",41.92
"4998",44.63
"4999",45.32
"5000",43.59
"5001",43.69
"5002",43.38
"5003",43.24
"5004",43.35
"5005",43.74
"5006",43.25
"5007",42.75
"5008",44.87
"5009",44.24
"5010",41.93
"5011",42.86
"5012",41.81
"5013",43.68
"5014",43.39
"5015",43.53
"5016",43.52
"5017",44.4
"5018",44.08
"5019",42.9
"5020",44.58
"5021",44.29
"5022",42.77
"5023",42.89
"5024",43.52
"5025",44.44
"5026",43.82
"5027",43.51
"5028",43.04
"5029",43.92
"5030",44.7
"5031",44.38
"5032",43.58
"5033",43.77
"5034",44.22
"5035",43.07
"5036",43.94
"5037",43.93
"5038",42.83
"5039",42.35
"5040",42.29
"5041",44.18
"5042",43.02
"5043",42.21
"5044",42.51
"5045",41.9
"5046",43.49
"5047",45.4
"5048",43.99
"5049",44.06
"5050",44.08
"5051",44.04
"5052",45.74
"5053",44.28
"5054",43.08
"5055",44.57
"5056",43.88
"5057",43.65
"5058",44.87
"5059",43.2
"5060",42.67
"5061",43.84
"5062",43
"5063",44.09
"5064",43.42
"5065",42.64
"5066",44.32
"5067",44.15
"5068",43.61
"5069",45.7
"5070",43.28
"5071",45.2
"5072",42.89
"5073",43.37
"5074",42.58
"5075",44.3
"5076",44.75
"5077",44.02
"5078",43.86
"5079",45.18
"5080",45.56
"5081",45.66
"5082",42.89
"5083",43.68
"5084",45.76
"5085",43.42
"5086",44.8
"5087",46.59
"5088",42.15
"5089",42.89
"5090",45.49
"5091",43.94
"5092",44.58
"5093",40.94
"5094",43.78
"5095",44.81
"5096",43.88
"5097",43.59
"5098",43.06
"5099",43.52
"5100",43.59
"5101",44.11
"5102",43.42
"5103",44.63
"5104",43.65
"5105",44.18
"5106",44.41
"5107",41.82
"5108",45.33
"5109",46.24
"5110",43.97
"5111",46.51
"5112",44.37
"5113",44.8
"5114",42.69
"5115",43.78
"5116",44.25
"5117",43.48
"5118",43.98
"5119",44.76
"5120",43.24
"5121",44.65
"5122",42.42
"5123",44.27
"5124",43.87
"5125",44.1
"5126",43.27
"5127",45.47
"5128",43.62
"5129",43.68
"5130",41.56
"5131",44.73
"5132",43.8
"5133",43.65
"5134",43.44
"5135",44.74
"5136",43.28
"5137",43.24
"5138",41.82
"5139",42.84
"5140",46.02
"5141",40.84
"5142",45.22
"5143",44.01
"5144",43.37
"5145",45.46
"5146",42.7
"5147",43.95
"5148",42.52
"5149",44.23
"5150",43.68
"5151",42.23
"5152",44.38
"5153",45.44
"5154",44.03
"5155",45.2
"5156",44.53
"5157",43.14
"5158",42.7
"5159",45.4
"5160",45.95
"5161",42.91
"5162",43.41
"5163",45.84
"5164",43.86
"5165",44.32
"5166",45.17
"5167",42.8
"5168",43.99
"5169",44.68
"5170",45.24
"5171",44.06
"5172",45.01
"5173",43.78
"5174",44.25
"5175",44.84
"5176",43.87
"5177",42.47
"5178",45.19
"5179",42.49
"5180",43.68
"5181",44.41
"5182",42.85
"5183",43.41
"5184",44.35
"5185",43.11
"5186",42.89
"5187",42.99
"5188",43.31
"5189",45.21
"5190",43.45
"5191",42.42
"5192",44.84
"5193",45.22
"5194",43.09
"5195",42.68
"5196",42.41
"5197",43.36
"5198",42.93
"5199",42.18
"5200",44.49
"5201",44.01
"5202",43.19
"5203",46.3
"5204",44.2
"5205",42.62
"5206",42.89
"5207",44.31
"5208",42.96
"5209",43.15
"5210",45.78
"5211",43.08
"5212",43.68
"5213",45.4
"5214",42.78
"5215",43.66
"5216",42.66
"5217",43.53
"5218",43.11
"5219",44.71
"5220",43.92
"5221",44.64
"5222",43.07
"5223",43.77
"5224",43.14
"5225",42.42
"5226",45.71
"5227",43.7
"5228",42.75
"5229",42.61
"5230",43.89
"5231",44
"5232",45.72
"5233",43.48
"5234",44.72
"5235",42.57
"5236",45.11
"5237",43.1
"5238",44.89
"5239",43.12
"5240",43.58
"5241",43.46
"5242",43.06
"5243",45.24
"5244",45.29
"5245",44.75
"5246",44.34
"5247",42.44
"5248",44.45
"5249",43.62
"5250",44.74
"5251",42.58
"5252",42.55
"5253",42.82
"5254",43.54
"5255",44.23
"5256",44.38
"5257",44.67
"5258",43.05
"5259",43.73
"5260",42.69
"5261",45.41
"5262",45.27
"5263",44.79
"5264",43.42
"5265",44.09
"5266",44.35
"5267",43.76
"5268",44.13
"5269",43.65
"5270",43.86
"5271",42.45
"5272",42.19
"5273",44.52
"5274",44.92
"5275",43.79
"5276",44.8
"5277",46.83
"5278",43.6
"5279",43.09
"5280",43.38
"5281",44.55
"5282",45.05
"5283",44.6
"5284",44.91
"5285",45.33
"5286",43.17
"5287",45.09
"5288",43.29
"5289",43.3
"5290",44.18
"5291",42.76
"5292",42.39
"5293",43.18
"5294",44.27
"5295",44.2
"5296",44.86
"5297",44.27
"5298",44.52
"5299",43.83
"5300",44.74
"5301",44.54
"5302",42.84
"5303",43.62
"5304",45.65
"5305",41.67
"5306",44.62
"5307",44.39
"5308",44.33
"5309",43.59
"5310",44.46
"5311",44.72
"5312",46.91
"5313",44.58
"5314",41.86
"5315",45.37
"5316",43.28
"5317",43.5
"5318",44.33
"5319",44.49
"5320",43.44
"5321",44.83
"5322",43.74
"5323",45
"5324",45.85
"5325",43.71
"5326",43.85
"5327",42.82
"5328",43.98
"5329",45.96
"5330",44.13
"5331",43.42
"5332",43.82
"5333",45.48
"5334",42.6
"5335",43.94
"5336",45.65
"5337",43.72
"5338",44.03
"5339",43.53
"5340",44.47
"5341",42.53
"5342",46.18
"5343",45.43
"5344",43.26
"5345",45.54
"5346",44.12
"5347",41.57
"5348",45.34
"5349",43.23
"5350",45.42
"5351",42.48
"5352",45.03
"5353",45.12
"5354",44.61
"5355",42.36
"5356",45.1
"5357",44.93
"5358",44.62
"5359",43.3
"5360",43.81
"5361",43.98
"5362",44.24
"5363",45.97
"5364",42.4
"5365",42.74
"5366",42.65
"5367",43.19
"5368",44.71
"5369",45.18
"5370",42.7
"5371",42.48
"5372",43.38
"5373",44.72
"5374",44.32
"5375",43.57
"5376",43.52
"5377",44.82
"5378",45.21
"5379",44.72
"5380",44.17
"5381",45.71
"5382",44.77
"5383",45.01
"5384",44.75
"5385",41.58
"5386",43.22
"5387",43.51
