Order,Suborder,Family,Genus,species,Reproductive.mode,B.chromosomes,Ploidy.level,Sex.chromosome.system,Meioformula,Diploid.number,Notes,Citation,Sex.Chromosome.System,,
Coleoptera,Polyphaga,Curculionidae,Cionus,Cionus tuberculosus     ,Sexual diplodiploidy,,,Xyp,2n=44M 21+Xyp,44,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cirrorhynchus,Cirrorhynchus kelecsenyi     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,"Lachowska, Rozek, and Holecova (2008)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cleonus,Cleonus japonicus     ,Sexual diplodiploidy,,,NeoXY,2n=28M 13+NeoXY,28,,S. Smith and Virkki (1978),NeoXY,,
Coleoptera,Polyphaga,Curculionidae,Colobodes,Colobodes konoi     ,Sexual diplodiploidy,,,Xyp,2n=48M 23+Xyp,48,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Colobodes,Colobodes matasumurau     ,Sexual diplodiploidy,,,XY,2n=48M 23+XY,48,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Colobodes,Colobodes matsumurai     ,Sexual diplodiploidy,,,Xyp,,,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Colobodes,Colobodes sp. 1 v-alum n.sp.,Sexual diplodiploidy,,,Xyp,2n=48M 23+Xyp,48,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Colobodes,Colobodes sp. 2    ,Sexual diplodiploidy,,,Xyp,2n=36M 17+Xyp,36,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Corigetus,Corigetus chandigarhensis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Corigetus,Corigetus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cosmopolites,Cosmopolites sordidus     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,"A. Dutrillaux, Xie, and Dutrillaux (2008b)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cryptorhynchus,Cryptorhynchus sp. 1    ,Sexual diplodiploidy,,,,2n=22-53M ,22,  ,"Lachowska, Holecova, and Rozek (1998)",unreported,,
Coleoptera,Polyphaga,Curculionidae,Cryptorrhynchus,Cryptorrhynchus erectus     ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cryptorrhynchus,Cryptorrhynchus lapathi     ,Sexual diplodiploidy,,,Xyp,2n=33-34M 16+Xyp,33,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cryptorrhynchus,Cryptorrhynchus lapathi     ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cryptorrhynchus,Cryptorrhynchus lapathi     ,Sexual diplodiploidy,,,Xyp,2n=36M 17+Xyp,36,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cryptorrhynchus,Cryptorrhynchus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cryptorrhynchus,Cryptorrhynchus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=38M 18+Xyp,38,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio aino     ,Sexual diplodiploidy,,,Xyp,2n=28M 13+Xyp,28,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio arakawai     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio convexus     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio dentipes     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio distinguendus     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio elaeagni     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio ficusi     ,Sexual diplodiploidy,,,,2n=26M ,26,  ,"Gill, Gulati, and Pajni (1990)",unreported,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio flavescens     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio flavescens     ,Sexual diplodiploidy,,,Xyp,2n=28M 13+Xyp,28,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio funebris     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio koreanus     ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio longirostris     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio minutissimus     ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio murakamii     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio nucum     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio obtusus     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio pictus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio pictus     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio quercivorus     ,Sexual diplodiploidy,,,XY,2n=32M 15+XY,32,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio roelofsi     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=24M 11+Xyp,24,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=28M 13+Xyp,28,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Curculio,Curculio sp. Nov.    ,Sexual diplodiploidy,,,,2n=32M ,32,  ,"Gill, Gulati, and Pajni (1990)",unreported,,
Coleoptera,Polyphaga,Curculionidae,Cycnotrachelus,Cycnotrachelus roelofsi     ,Sexual diplodiploidy,,,XY,2n=28M 13+XY,28,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Cylindrocopturus,Cylindrocopturus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cyphicerinus,Cyphicerinus tectoe     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cyphicerus,Cyphicerus aceri     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cyrtepistomus,Cyrtepistomus bardus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cyrtepistomus,Cyrtepistomus castaneus     ,Parthenogenetic,,3,,2n=30-32F ,30,  ,S. Smith and Virkki (1978),none,,
Coleoptera,Polyphaga,Curculionidae,Cyrtepistomus,Cyrtepistomus gucindus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cyrtepistomus,Cyrtepistomus jucundus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Cyrtepistomus,Cyrtepistomus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Deiradolcus,Deiradolcus pubescens     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Deiradolcus,Deiradolcus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Demimaea,Demimaea mori     ,Sexual diplodiploidy,,,Xyp,2n=24M 11+Xyp,24,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dendroctonus,Dendroctonus frontalis morphotype A,Sexual diplodiploidy,,,Xyp,2n=16M 7+Xyp,16,This morphotype occurs from southern US to Central America,Armendariz-Toledano et al. (2014),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dendroctonus,Dendroctonus frontalis morphotype B,Sexual diplodiploidy,,,Xyp,2n=12M 5+Xyp,12,This morphotype occurs in S. America and appears to be a distinct or incipient species,Armendariz-Toledano et al. (2014),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dendroctonus,Dendroctonus mesoamericanus,Sexual diplodiploidy,,,Xyp,2n=12M 5+Xyp,12,,"Armendariz-Toledano, Nino, Sullivan, Kirkendall, and Zuniga (2015)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dendroctonus,Dendroctonus micans,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,,"Zuniga, Salis-Moreno, Hayes, Gregoire, and Cisneros (2002)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dermatoxenus,Dermatoxenus caesicollis     ,Sexual diplodiploidy,,,Xyp,2n=20M 9+Xyp,20,,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dermatoxenus,Dermatoxenus caesicollis     ,Sexual diplodiploidy,,,Xyyp,,,  ,S. Smith and Virkki (1978),complex,,
Coleoptera,Polyphaga,Curculionidae,Dermatoxenus,Dermatoxenus clathratus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dermatoxenus,Dermatoxenus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Desmidophorus,Desmidophorus hebes     ,Sexual diplodiploidy,,,XY,2n=20M 9+XY,20,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Desmidophorus,Desmidophorus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Diaprepes,Diaprepes abbreviatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"A. Dutrillaux, Xie, and Dutrillaux (2008b)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Diaprepes,Diaprepes marginicollis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"A. Dutrillaux, Xie, and Dutrillaux (2008b)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Diaprepres,Diaprepres abbreviata     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Diatropus,Diatropus marshalli     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dicranthus,Dicranthus elegans     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,"Lachowska, Holecova, and Rozek (1998)",XY,,
Coleoptera,Polyphaga,Curculionidae,Dicranthus,Dicranthus majzlani     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,"Lachowska, Holecova, and Rozek (1998)",XY,,
Coleoptera,Polyphaga,Curculionidae,Didothis,Didothis melancholica     ,Sexual diplodiploidy,,,Xyp,2n=28M 13+Xyp,28,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Didothis,Didothis sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Diocalandra,Diocalandra sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Diplogrammus,Diplogrammus quadrivittatus     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,Vidal (1984),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Disker,Disker tenuicornis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dodecastichus,Dodecastichus atripes     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Rozek, and Holecova (2008)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dodecastichus,Dodecastichus aurosigtus vlasuljensis    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Rozek, and Holecova (2008)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dodecastichus,Dodecastichus dolomitae dryadis    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Rozek, and Holecova (2008)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dodecastichus,Dodecastichus geniculatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Rozek, and Holecova (2008)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dodecastichus,Dodecastichus inflatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Rozek, and Holecova (2008)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dodecastichus,Dodecastichus obsoletus as D. Speiseri  ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Rozek, and Holecova (2008)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Donus,Donus comatus carpathicus    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Donus,Donus oxalidis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dorytomus,Dorytomus mongolicus     ,Sexual diplodiploidy,,,Xyp,2n=28M 13+Xyp,28,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dorytomus,Dorytomus shikotanus     ,Sexual diplodiploidy,,,XY,2n=24M 11+XY,24,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Dusmoecetes,Dusmoecetes marioni     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dusmoecetes,Dusmoecetes richtersi     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dyslobus,Dyslobus verrucifer     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Dystropicus,Dystropicus dorsalis     ,Sexual diplodiploidy,,,Xyp,2n=56M 27+Xyp,56,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Echinocnemus,Echinocnemus marmoreus     ,Sexual diplodiploidy,,,Xyp,2n=18M 8+Xyp,18,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Echinocnemus,Echinocnemus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=16M 7+Xyp,16,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Echinocnemus,Echinocnemus squameus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Ectatorhinus,Ectatorhinus adamsi     ,Sexual diplodiploidy,,,Xyp,2n=38M 18+Xyp,38,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Ectemnorrhinus,Ectemnorrhinus angusticollis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Ectemnorrhinus,Ectemnorrhinus drygalski     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Ectemnorrhinus,Ectemnorrhinus viridis     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Episomus,Episomus lacerta,Sexual diplodiploidy,,,XY,2n=26M 12+XY,26,  ,Dasgupta (1977),XY,,
Coleoptera,Polyphaga,Curculionidae,Episomus,Episomus turritus     ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Esamus,Esamus albomarginatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Esamus,Esamus circumdatus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Esamus,Esamus plurisetosus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Esamus,Esamus sciurus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Gill, Gulati, and Pajni (1990)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Eudiagogus,Eudiagogus episcopalis     ,Sexual diplodiploidy,,,Xyp,2n=34M 16+Xyp,34,  ,Vidal (1984),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Eugnathus,Eugnathus distinctus     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Eugnathus,Eugnathus distincyus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Euops,Euops punctatostriata     ,Sexual diplodiploidy,,,Xyp,2n=26M 12+Xyp,26,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Euops,Euops splendida     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,S. Smith and Virkki (1978),XY,,
Coleoptera,Polyphaga,Curculionidae,Eupagoderes,Eupagoderes sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Eusomus,Eusomus ovulum,Parthenogenetic,3,,,2n-30,,,Suomalainen (1969),none,,
Coleoptera,Polyphaga,Curculionidae,Eusomus,Eusomus ovulum     ,Parthenogenetic,,,,2n=33F ,33,  ,Lachowska (2008),none,,
Coleoptera,Polyphaga,Curculionidae,Eusomus,Eusomus ovulum     ,Parthenogenetic,,,,2n=28-32F ,28,  ,Mikulska (1953),none,,
Coleoptera,Polyphaga,Curculionidae,Euthyrhinus,Euthyrhinus yakushimanus     ,Sexual diplodiploidy,,,NeoXY,2n=16M 7+NeoXY,16,,"Lachowska, Holecova, and Rozek (1998)",NeoXY,,
Coleoptera,Polyphaga,Curculionidae,Exophthalmus,Exophthalmus famelicus     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"A. Dutrillaux, Xie, and Dutrillaux (2008b)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Exopthalmus,Exopthalmus quadritaenia     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"A. Dutrillaux, Xie, and Dutrillaux (2008b)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Foucartia,Foucartia liturata     ,Sexual diplodiploidy,,,XY,2n=22M 10+XY,22,  ,Lachowska (2008),XY,,
Coleoptera,Polyphaga,Curculionidae,Foucartia,Foucartia liturata     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Foucartia,Foucartia squamulata     ,Parthenogenetic,,,,2n=31-33F ,31,  ,Petryszak (1972),none,,
Coleoptera,Polyphaga,Curculionidae,Gasteroclisus,Gasteroclisus aethiops     ,Sexual diplodiploidy,,,Xyp,2n=36M 17+Xyp,36,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Gasteroclisus,Gasteroclisus binodulus     ,Sexual diplodiploidy,,,Xyp,2n=36M 17+Xyp,36,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Gasteroclisus,Gasteroclisus binodulus     ,Sexual diplodiploidy,,,Xyp,2n=38M 18+Xyp,38,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Gelus,Gelus calafornicus     ,Sexual diplodiploidy,yes,,XO,2n=6M 12+XO,6,,Ennis (1972),XO,,
Coleoptera,Polyphaga,Curculionidae,Gymnetron,Gymnetron antirrhini     ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,S. Smith and Virkki (1978),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Gymnetron,Gymnetron smreczynski     ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Gymnetron,Gymnetron tetrum     ,Sexual diplodiploidy,,,Xyp,2n=32M 15+Xyp,32,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Heilipodus,Heilipodus erythropus     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Heilipodus,Heilipodus scaber     ,Sexual diplodiploidy,,,XpneoXneoYyp,2n=30M 13+XpneoXneoYyp,30,,"Lachowska, Holecova, and Rozek (1998)",complex,,
Coleoptera,Polyphaga,Curculionidae,Heilipodus,Heilipodus scabripennis     ,Sexual diplodiploidy,,,neoXpneoXneoYyp,2n=30M 14+neoXpneoXneoYyp,30,,"Lachowska, Holecova, and Rozek (1998)",NeoXY,,
Coleoptera,Polyphaga,Curculionidae,Heilipodus,Heilipodus sp.,Sexual diplodiploidy,,,Xyp,2n=28M/2n=28F 13+Xyp,28,  ,"Postiglioni, Da Silva, De Leon, and De Vaio (1987)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Heilipus,Heilipus tremolerasi     ,Sexual diplodiploidy,,,neoXpneoYyp,2n=29M 13.5+neoXpneoYyp,29,,"Lachowska, Holecova, and Rozek (1998)",NeoXY,,
Coleoptera,Polyphaga,Curculionidae,Heilipus,Heilipus tremolerasi     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Heilipus,Heilipus wiedemanni     ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Heilipus,Heilipus wiedemanni     ,Sexual diplodiploidy,,,Xyp,2n=30M 14+Xyp,30,  ,Vidal (1984),Xy+,,
Coleoptera,Polyphaga,Curculionidae,Hemerus,Hemerus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=22M 10+Xyp,22,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
Coleoptera,Polyphaga,Curculionidae,Hilaus,Hilaus sp. 1    ,Sexual diplodiploidy,,,Xyp,2n=18M 8+Xyp,18,  ,"Lachowska, Holecova, and Rozek (1998)",Xy+,,
