Genus,Subgenus,Species,R,V,J,D,HaploidNum,Arms,X,Y,Sex,Notes,Ref.
Drosophila,Drosophila,Drosophila nasuta albomicans,,2,,1,3,5,,,,One arm of a V is the X chromosome,"Rajasekarasetty, M.R., Gowda, L.S., Krishnamurthy, N.B. and Ranganath, H.A., 1979. Population Genetics of Drosophila nasuta nasuta, Drosophila nasuta albomicana and their hybrids. I. Karyotypic mosaicism in the hybrid populations. Genetics, 93(1), pp.211-215., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila nasuta nasuta,2,1,,1,4,5,R,,,X is rod-shaped,"Rajasekarasetty, M.R., Gowda, L.S., Krishnamurthy, N.B. and Ranganath, H.A., 1979. Population Genetics of Drosophila nasuta nasuta, Drosophila nasuta albomicana and their hybrids. I. Karyotypic mosaicism in the hybrid populations. Genetics, 93(1), pp.211-215., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila nasutoides,2,2,,,4,6,R,J,XY,"X is rod-shaped, Y is j-shaped","Wheeler, L.L., Capps, A.S. and Wilson, F.D. (1973). The heterochromosome of D. nasutoides. Drosophila Inf. Serv. 50, 68., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila navojoa,5,,,1,6,6,,,,,"A. Ruiz, W. B. Heed, M. Wasserman, Evolution of the Mojavensis Cluster of Cactophilic Drosophila with Descriptions of Two New Species, Journal of Heredity, Volume 81, Issue 1, January 1990, Pages 3-42, https://doi-org.srv-proxy1.library.tamu.edu/10.1093/oxfordjournals.jhered.a110922"
Drosophila,Sophophora,Drosophila nebulosa,1,2,,1,4,6,,,,,"Metz, C.W., 1916. Chromosome studies on the Diptera. II. The paired association of chromosomes in the Diptera, and its significance. Journal of Experimental Zoology, 21(2), pp.213-279., Wharton, L.T., 1943. An analysis of the metaphase and salivary chromosome morphology within the genus Drosophila. Univ. Texas Publ., 4313, pp.282-319., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila nebulosa,1,2,,,3,5,,,,,"Pavan 1946, Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Clayton, F.E. and C.L. Ward, 1954. Chromosomal studies of several species of Drosophilidae. Univ. Texas Publ 5422: 98-105., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila nebulosa,1,2,,1,4,6,V,V,XY,,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-329., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila nebulosa,1,2,,,3,5,V,V,XY,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-114"
Drosophila,Drosophila,Drosophila neocardini,1,2,,1,4,6,R,J,XY,"X is Rod, Y is---- J? based on looking. Differs from polymorpha","Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila neocardini,1,2,,1,4,6,,,,,"Streisinger, G., 1946. The cardini species group of the genus Drosophila. Journal of the New York Entomological Society, 54(2), pp.105-113., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila neocardini,1,2,,1,4,6,R,R,XY,,"Futch, D.G., 1962. Hybridization studies within the cardini species group of the genus. In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila.  Genetics, Taxonomy, and Evolution.  University of Texas Publ. 539-561"
Drosophila,Sophophora,Drosophila neocordata,1,2,,,3,5,,,,,"de Magalhaes, L.E., 1956. Description of four new species of the ""saltans"" group of ""Drosophila"" (Diptera). Revista Brasileira de Biologia, 16(3), pp.273-280., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila neoelliptica,1,2,,,3,5,,,,,"Pavan, C.  and L.E. Magalhaes. 1950. Described D. neoelliptica in Pavan, 1950., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila neogrimshawi,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-216., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila neoguaramunu,,3,,,3,6,V,R,XY,"X is v shpaed, y is rod","Frydenberg, O., 1956. Two new species of Drosophila from Peru (Drosophilidae, Diptera). Revista Brasileira de Entomologia, 6, pp.57-64., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila neohydei,4,,1,1,6,7,J,R,XY,"one pair of dots, four paris of autosomal rods, a j-shaped X and a large rod-shaped Y","Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila.  Genetics, Taxonomy, and Evolution.  University of Texas Publ. 85-84., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila neohypocausta,2,1,,,3,4,,R,XY,Y chromosome is a rod,"Wakahama, K.I., Shinohara, T., Hatsumi, M., Uchida, S. and Kitagawa, O., 1983. Metaphase chromosome configuration of the immigrans species group of Drosophila. The Japanese Journal of Genetics, 58(4), pp.315-326., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,,Drosophila neomorpha,1,2,,1,4,6,R,R,XY,,"Futch, D.G., 1962. Hybridization studies within the cardini species group of the genus. In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila.  Genetics, Taxonomy, and Evolution.  University of Texas Publ. 539-560"
Drosophila,,Drosophila neomorpha,1,2,,1,4,6,R,,XY,one v-pair has slightly unequal arms; the x is a rod with a satellite on the centromere end and is slightly longer than an arm of the meacentric V.  The Y is slightly shorter than the X and lacks a satellite,"Heed, W.B. and Wheeler, M.R., 1957. Thirteen new species in the genus Drosophila from the neotropical region.Univ Texas Publ Stud Gen,5721, pp.17-38., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila neonasuta,2,1,,1,4,5,R,J,XY,"X is rod-shaped, Y is j-shaped","Sajjan, S.N. and Krishnamurthy, N.B. (1972). Endophenotypic variabilities in a new species of Drosophila neonasuta of nasuta subgroup. Proc. Indian Sci. Congr., 59th, 1972, pp. 438-439., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Hawaiian,Drosophila neoperkinsi,5,,,1,6,6,,,,,"Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-82., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-217., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Hawaiian,Drosophila neopicta,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-83., Clayton, F.E. 1971 ""Additional Karyotypes of Hawaiian Drosophila"" in Wheeler, M.R. Studies in Genetics vol. VI.  University of Texas Publ. pp171-218., Clayton, F.E., Carson, H.L. and Sato, J.E., 1972. Polytene chromosome relationships in Hawaiian species of Drosophila. VI. Supplementary data on metaphases and gene sequences.Univ. Texas Publ,7213, pp.163-177., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila neorepleta,4,,2,,6,8,J,R,XY,same configuration as melanopalpa except largest autosome is J-shaped rather than v-shaped,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-366., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila neosaltans,1,2,,,3,5,,,,,"Pavan, C.  and L.E. Magalhaes. 1950. Described D. neoelliptica in Pavan, 1950., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila nepalensis,1,2,,1,4,6,R,V,XY,x is a rod; y is v-shaped,"Parshad, R. and Gandhi, S.C. (1971). Studies on the salivary gland chromosomes of Drosophila nepalensis. Res. Bull. Panjab Univ. Sci., n.s., 2, 5-11., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila nesoetes,1,3,,,4,7,V,J,XY,"Reported as ""species 3"": X is v shaped, Y is J shaped","Kaneshiro, K. and Wheeler, M.R., 1970. Preliminary report on the species of the ananassae subgroup.Drosophila Information Service,45, p.143., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Hawaiian,Drosophila nigra,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., "
Drosophila,Hawaiian,Drosophila nigribasis,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-84., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigricruria,5,,,1,6,6,R,R,XY,"one long rod, 4 shorter rods and a dot","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-371., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila nigricruria,5,,,1,6,6,R,R,XY,,"Wasserman M., 1962. ""Cytological studies of the repleta group of the genus Drosophila"". In Wheeler, M.R. Studies in Genetics II. Research Reports on Drosophila.  Genetics, Taxonomy, and Evolution.  University of Texas Publ. 85-103"
Drosophila,Hawaiian,Drosophila nigrifacies,5,,,1,6,6,,,,,"Clayton, F.E., 1968. Metaphase configurations in species of the Hawaiian Drosophilidae.Univ. Texas Publ,6818, pp.263-278., Clayton, F.E., 1969. Variations in the metaphase chromosomes of Hawaiian Drosophilidae.Univ. Texas Publ,6918(95), p.95-85"
Drosophila,Sophophora,Drosophila nigrilineata,5,,,1,6,6,,,,,"Angus, D., 1967. Cytological evolution in the quadrilineata sp. group. Drosoph. Inf Serv, 42, p.112., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,,Drosophila nigrodunni,1,2,,1,4,6,,,,rods are slightly longer than an arm of the V's,"Heed, W.B. and Wheeler, M.R., 1957. Thirteen new species in the genus Drosophila from the neotropical region.Univ Texas Publ Stud Gen,5721, pp.17-38., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigrohydei,6,,,,6,6,,R,XY,Y is very short rod,"Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigrohydei,6,,,,6,6,R,R,XY,"six rods, x is longest rod and identified by proximal constriction.  Y chromosme is small, being equivalent to the constricted tip of the x in size","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-381., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila nigromaculata,5,,,1,6,6,,,,,"Momma, E., 1954 Drosophila survey of Hokkaido. II. Chromosomes of seven wild species. J. Fac. Sci. Hokkaido Univ. Ser.VI Zool. 12:200-208., Tokumitsu, T., T. Shima and A. Kaneko, 1967 Drosophila survey of Hokkaido. XXIII. A karyotype study in seven species of the quinaria and robusta groups. Jap. J. Genet. 42:279-282., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigromelanica,2,2,,1,5,7,V,,,X is large V,"Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigromelanica,2,2,,1,5,7,,,,Dot is Dr,"Stalker, H.D., 1964. The salivary gland chromosomes of Drosophila nigromelanica. Genetics, 49(5), p.883-893., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigromelanica,2,3,,,5,8,V,V,XY,"two rods, a large v, small v, anda  very small v-shaped which is modification of the dot-like body","Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-393., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila nigromelanica II,3,2,,,5,7,V,V,XY,X and Y are v-shaped,"Ward, C.L., 1949. Karyotype variation in Drosophila. Univ. Texas Publ., 4920, pp.70-79., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila nigrosaltans,1,2,,,3,5,,,,,"Magalhaes, L.E., 1962 Notes on the taxonomy, morphology, and distribution of the saltans group of Drosophila, with descriptions of four new species.  Stud. Genet. II Univ. Texas Publ. 6205:  135-154., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Sophophora,Drosophila nigrosparsa,5,1,,,6,7,V,V,XY,X and Y are v-shaped,"Burla, H., 1950. Die Chromosomensetze der in der Schweiz vorkommenden Drosophila Arten D. helvetica, D. kuntzei, D. limbata, D. testacea, D. littoralis und D. nigros-parsa. Arch. Julius Klaus-Stift. Vererbungsforsch. Sozialanthropol. Rassenhyg., 25, pp.496-504., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigrospiracula,5,,,1,6,6,,,,,"Patterson, J.T. and Wheeler, M.R., 1942. Description of new species of the subgenera Hirtodrosophila and Drosophila. Univ. Texas Publ. 4213:69-109., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila nigrospiracula,5,,,1,6,6,R,R,XY,X chromosome has a proximal constriction which renders it distinguishable from the Y,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-369., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Sophophora,Drosophila nigrospiracula,5,,,1,6,6,R,R,XY,,"Clayton, F.E. and Ward, C.L., (1954).  ""Chromosomal Studies of Several Species of Drosophilidae"" in Patterson, J.T. Studies in the Genetics of Drosophila V.III Articles on Genetics, Taxonomy, Cytology, and Radiation. University of Texas Publ. pp 98-124"
Drosophila,Sophophora,Drosophila nikananu,,,,,4,0,,V,XY,"page 183, karyotype C1","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup. The Japanese Journal of Genetics, 55(3), pp.165-175., Lemeunier, F., J.R. David, L. Tsacas and M. Ashburner (1986).  The melanogaster Species Group. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp148-256.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila nikananu,1,2,,1,4,6,,,,,"Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Sophophora,Drosophila nikananu,,2,1,1,4,7,J,V,XY,"x is j-shaped, y is v-shaped","Baimai, V., 1980. Metaphase karyotypes of certain species of the Drosophila montium subgroup.The Japanese Journal of Genetics,55(3), pp.165-175., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Scaptodrosophila,Drosophila nitidithorax,4,1,,1,6,7,R,R,XY,x and y are rods,"Bock, I.R., 1984. The chromosomes of six species of the Drosophila lativittata complex. Australian journal of zoology, 32(1), pp.43-55., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila niveifrons,2,1,,1,4,5,R,J,XY,"X is rod-shaped, Y is j-shaped; dot is elongated","Wakahama, K.I., Shinohara, T., Hatsumi, M., Uchida, S. and Kitagawa, O., 1983. Metaphase chromosome configuration of the immigrans species group of Drosophila. The Japanese Journal of Genetics, 58(4), pp.315-326., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Drosophila,Drosophila nixifrons,3,1,,1,5,6,R,R,XY,X and Y are rods,"Tan, C.C., T.C. Hsu, and T.C. Sheng. 1949. Known Drosophila species in China with descriptions of twelve new species. U.T.P.,4920, 196-206., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Scaptodrosophila,Drosophila novamaculosa,3,1,2,,6,9,J,R,XY,x is large j-shaped; y is a rod,"Bock, I.R., 1984. The chromosomes of six species of the Drosophila lativittata complex. Australian journal of zoology, 32(1), pp.43-55., Clayton, F.E. and W.C. Guest (1986).  Overview of Chromosomal Evolution in the Family Drosophilidae. in M. Ashburner, H.L Carson, J.N. Thompson (eds.), The Genetics and Biology of Drosophila, Volume 3e, pp1-38.  New York, NY:  Academic Press."
Drosophila,Scaptodrosophila,Drosophila novamaculosa,6,,,,6,6,,,,,"Mather, W.B., 1956 The genus Drosophila (Diptera) in eastern Queensland.  III. Cytological Evolution.  Aust. J. Zool. 4: 76-89., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila novamexicana,5,,,1,6,6,R,R,XY,X and Y are rods,"Patterson, J.T., W.S. Stone, and A.B. Griffen. 1942. Genetic and cytological analysis of the virilis species group. U.T.P. 4228, 162-200., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Drosophila,Drosophila novamexicana,5,,,1,6,6,,,,,"Patterson, J.T., 1941. The virilis group of Drosophila in Texas. The American Naturalist, 75(761), pp.523-539., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
Drosophila,Drosophila,Drosophila novamexicana,5,,,1,6,6,R,R,XY,,"Wharton, L. 1943. ""Analysis of the metaphase and salivary chromosome morphology within the genus Drosophila."" in Patterson, J.T. Studies in the Genetics of Drosophila vol. III The Drosophilidae of the Southwest.  University of Texas Publ. pp. 282-352"
Drosophila,Drosophila,Drosophila novemeristata,6,,,,6,6,R,R,XY,"X and Y are rods, Y is much shorter than X, no apparent constrictions","Dobzhansky, T.G. and Pavan, C., 1943. Studies on Brazilian species of Drosophila. Boletim da Faculdade de Filosofia, Cilncias e Letras da Universidade de Sao Paulo. Biologia Geral. Separata, 36(4), pp.7-72., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press., Patterson, J.T. and W.S. Stone, (1952).  Evolution in the Genus Drosophila.  New York, NY:  Macmillian Company."
Drosophila,Scaptodrosophila,Drosophila novopaca,6,,,,6,6,,,,one rod is twice the length of the others,"Mather, W.B., 1956 The genus Drosophila (Diptera) in eastern Queensland.  III. Cytological Evolution.  Aust. J. Zool. 4: 76-89., Clayton, F.E. and M.R. Wheeler, (1975).  A catalog of Drosophila Metaphase Configurations. in R.C. King (Ed.), Handbook of Genetics Volume 3, pp471-512.  New York, NY:  Plenum Press."
